Action_Type,Location_or_Segment,Metric_1_Name,Metric_1_Value,Metric_2_Name,Metric_2_Value,Source_File,Is_NCR
High-risk restaurant in opportunity locality,Gungun Tiffin Services (Mukherjee Nagar),Coldstart_Risk_Score,0.9759917341727836,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Happy Italiano (Mukherjee Nagar),Coldstart_Risk_Score,0.928611341748194,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Haryana Bhojnalaya (Mukherjee Nagar),Coldstart_Risk_Score,0.9001392133527641,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Inam Muradabadi (Mukherjee Nagar),Coldstart_Risk_Score,0.9068138059524046,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Just In (Mukherjee Nagar),Coldstart_Risk_Score,0.9202501670782722,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Jyoti Dhaba (Mukherjee Nagar),Coldstart_Risk_Score,0.9006455664300389,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Lasha Chinese Food (Mukherjee Nagar),Coldstart_Risk_Score,0.8980367625178668,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Maa Vaishno Dinesh Dhaba (Mukherjee Nagar),Coldstart_Risk_Score,0.8977065157576994,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,NIK's Chicken Corner (Mukherjee Nagar),Coldstart_Risk_Score,0.8997967939128158,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Om Shanti Foods (Mukherjee Nagar),Coldstart_Risk_Score,0.93244437140708,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Pasta Pizza & Roll Hut (Mukherjee Nagar),Coldstart_Risk_Score,0.8927339764400908,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Punjabi Delight (Mukherjee Nagar),Coldstart_Risk_Score,0.9321236068235752,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Punjabi Parantha Station and Punjabi Thali (Mukherjee Nagar),Coldstart_Risk_Score,0.928636753383645,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Punjabi Paratha Station (Mukherjee Nagar),Coldstart_Risk_Score,0.8989754280313326,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Raja Rasoi (Mukherjee Nagar),Coldstart_Risk_Score,0.9004805920789175,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Rollacious (Mukherjee Nagar),Coldstart_Risk_Score,0.977862928488558,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Spl. Flavour Sodas & Fruit shakes (Mukherjee Nagar),Coldstart_Risk_Score,0.920030050696287,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Student Corner (Mukherjee Nagar),Coldstart_Risk_Score,0.9343177038485748,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Taneja Corner (Mukherjee Nagar),Coldstart_Risk_Score,0.8998135899119475,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Taste Zone (Mukherjee Nagar),Coldstart_Risk_Score,0.9330816862060096,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,West Bangal Kolkata Hot Kathi Rolls (Mukherjee Nagar),Coldstart_Risk_Score,0.901255259169706,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bobby Di Punjabi Rasoi (Najafgarh),Coldstart_Risk_Score,0.9848195678348164,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aditya Da Vaishno Dhaba (Najafgarh),Coldstart_Risk_Score,0.9864712051183508,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aggarwal Bikaner Sweets (Najafgarh),Coldstart_Risk_Score,0.9778751495178636,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aggarwal Sweet Centre (Najafgarh),Coldstart_Risk_Score,0.9787279096645504,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Anjel China & Tibetian Food (Najafgarh),Coldstart_Risk_Score,0.9765635728181072,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Annpurna Rasoi (Najafgarh),Coldstart_Risk_Score,0.9740942839108256,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Apni Rasoi (Najafgarh),Coldstart_Risk_Score,0.9698826145004712,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bajrang Misthan Bhawan (Najafgarh),Coldstart_Risk_Score,0.9828783257774024,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bake Town (Najafgarh),Coldstart_Risk_Score,0.9783197629555812,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bikaner Sweets & Restaurant (Najafgarh),Coldstart_Risk_Score,0.9503705778545984,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Brown Town Bakers (Najafgarh),Coldstart_Risk_Score,0.9743118076429892,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Captain Food Factory (Najafgarh),Coldstart_Risk_Score,0.9680417633377484,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cheffron Bakery (Najafgarh),Coldstart_Risk_Score,0.9864894042972742,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chicken Darwar (Najafgarh),Coldstart_Risk_Score,0.980143579488481,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chili's Treat (Najafgarh),Coldstart_Risk_Score,0.9730650789230296,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chilli Tadka (Najafgarh),Coldstart_Risk_Score,0.9649612766194589,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chinese Food Point (Najafgarh),Coldstart_Risk_Score,0.983102250295218,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chinese Temptation (Najafgarh),Coldstart_Risk_Score,0.9717628748460349,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dana Pani (Najafgarh),Coldstart_Risk_Score,0.9785038566557092,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dev Sweets & Restaurant (Najafgarh),Coldstart_Risk_Score,0.9660420687839912,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dilli Darbar Chicken Point (Najafgarh),Coldstart_Risk_Score,0.9860541226952416,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Food Point and Sweets Corner (Najafgarh),Coldstart_Risk_Score,0.9472098744950984,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Green Chick Chop (Najafgarh),Coldstart_Risk_Score,0.943133094489234,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Grover Burfee & Cakes (Najafgarh),Coldstart_Risk_Score,0.9731905827579024,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hans's Planet-F (Najafgarh),Coldstart_Risk_Score,0.9615578308579,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hotel Delhi 43 (Najafgarh),Coldstart_Risk_Score,0.9690347104831588,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Kanhaiya Fast Food (Najafgarh),Coldstart_Risk_Score,0.9759991210456482,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Karol Bagh Ke Chhole Bhature (Najafgarh),Coldstart_Risk_Score,0.9825272788583372,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,King's Food (Najafgarh),Coldstart_Risk_Score,0.9835940634988244,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Lamba Sweets Corner (Najafgarh),Coldstart_Risk_Score,0.9756786862272636,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Laxmi Food Corner (Najafgarh),Coldstart_Risk_Score,0.9761418426487656,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Lounge Bakery (Najafgarh),Coldstart_Risk_Score,0.9832375420261732,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Mehtaab Sweet Corner & Restaurant (Najafgarh),Coldstart_Risk_Score,0.9690424220623952,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Melting Food Point (Najafgarh),Coldstart_Risk_Score,0.9853403805496312,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Mithla Dhabha (Najafgarh),Coldstart_Risk_Score,0.9819221774914816,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Mittal Caterer (Najafgarh),Coldstart_Risk_Score,0.9641292336150564,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Mittal Restaurant & Fast Food (Najafgarh),Coldstart_Risk_Score,0.956964868305352,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,NBC Nirankari Bakers (Najafgarh),Coldstart_Risk_Score,0.9602949443002023,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Pind Balluchi (Najafgarh),Coldstart_Risk_Score,0.9125827203761492,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Prem Chinese Fast Food (Najafgarh),Coldstart_Risk_Score,0.9867431841332202,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Punjabi Rasoi (Najafgarh),Coldstart_Risk_Score,0.9768876779282022,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Punjabi Special (Najafgarh),Coldstart_Risk_Score,0.9812085327474016,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Radhe Shyam Dhaba (Najafgarh),Coldstart_Risk_Score,0.9839214571004302,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Raj Rasoi (Najafgarh),Coldstart_Risk_Score,0.9742227373881454,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Raju De Special Paneer Wale (Najafgarh),Coldstart_Risk_Score,0.981629444884886,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sangeeta Dhaba (Najafgarh),Coldstart_Risk_Score,0.9839214571004302,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sat Narayan Fast Food (Najafgarh),Coldstart_Risk_Score,0.9755814341672312,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shahi Chicken Point (Najafgarh),Coldstart_Risk_Score,0.9860541226952416,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sharma Sweets (Najafgarh),Coldstart_Risk_Score,0.9797170268813488,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shere Hind Chicken Corner (Najafgarh),Coldstart_Risk_Score,0.986932518776198,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shiv Shakti Dhaba (Najafgarh),Coldstart_Risk_Score,0.982585308431868,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shree Shyam Sweets (Najafgarh),Coldstart_Risk_Score,0.9850213455165024,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shri Shyam Ji Shudh Shakahari Bhojnalaya (Najafgarh),Coldstart_Risk_Score,0.9858471448845756,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sky Hawk (Najafgarh),Coldstart_Risk_Score,0.9338844646440344,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Snack Shack (Najafgarh),Coldstart_Risk_Score,0.966839905527376,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Soya Bite's (Najafgarh),Coldstart_Risk_Score,0.9729943400171072,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Soya Bite's (Najafgarh),Coldstart_Risk_Score,0.9764051632430448,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Taj Mahal Dhaba (Najafgarh),Coldstart_Risk_Score,0.9830479917861136,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Yadav Sweets (Najafgarh),Coldstart_Risk_Score,0.9823077372254816,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Yummy Chinese Food (Najafgarh),Coldstart_Risk_Score,0.9833719114705322,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sardar Ji (Naraina),Coldstart_Risk_Score,0.9552029077132506,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sweetheart Cupcakes (Naraina),Coldstart_Risk_Score,0.9659223428820392,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Avatar Da Dhaba (Naraina),Coldstart_Risk_Score,0.89180055626576,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Curry Man (Naraina),Coldstart_Risk_Score,0.964753289131492,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sardar A Pure Meat Shop (Naraina),Coldstart_Risk_Score,0.8974224996490134,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shashi's China Wok (Naraina),Coldstart_Risk_Score,0.9665837075864234,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Urban Palate (Naraina),Coldstart_Risk_Score,0.8904808426461742,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Wrapss (Naraina),Coldstart_Risk_Score,0.9298519377487948,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Annapurna Food Point (New Friends Colony),Coldstart_Risk_Score,0.9205204312384564,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bruncheez (New Friends Colony),Coldstart_Risk_Score,0.9237847726478596,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Buena Tierra (New Friends Colony),Coldstart_Risk_Score,0.8988425833452437,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aayush Food Plaza (Palam),Coldstart_Risk_Score,0.9500442285498224,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Ankit Fast Food Corner (Palam),Coldstart_Risk_Score,0.95989590714661,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Mughal Zaika Chicken Point (Palam),Coldstart_Risk_Score,0.9275767651009889,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Nawab Restaurant (Palam),Coldstart_Risk_Score,0.9324739944693956,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,New Bikaner Sweets (Palam),Coldstart_Risk_Score,0.9527271522168472,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Radhika Sweets (Palam),Coldstart_Risk_Score,0.9409838272006692,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Satguru Di Hatti (Palam),Coldstart_Risk_Score,0.9622199818747872,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sher-E-Punjab (Palam),Coldstart_Risk_Score,0.9644710301339212,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shudh Vaishno Amritsari Naan (Palam),Coldstart_Risk_Score,0.9593654219895174,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sumit Sweets (Palam),Coldstart_Risk_Score,0.9418559350927708,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aggarwal Bikaner Wala (Palam),Coldstart_Risk_Score,0.9416017751902794,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aggarwal Sweet Centre (Palam),Coldstart_Risk_Score,0.9460607557777478,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aggarwal Sweet India (Palam),Coldstart_Risk_Score,0.9476015785626816,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aggarwal Sweets (Palam),Coldstart_Risk_Score,0.9419367338124732,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Anupama Snacks and Sweets Corner (Palam),Coldstart_Risk_Score,0.97061167118403,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Baba Ka Dhaba (Palam),Coldstart_Risk_Score,0.9651609268939784,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Balaji Eating Point (Palam),Coldstart_Risk_Score,0.9578394591603976,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bhagat Ji Sweets (Palam),Coldstart_Risk_Score,0.9616203226189663,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bikaner Sweet Corner (Palam),Coldstart_Risk_Score,0.951467705350223,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chavi Food Point (Palam),Coldstart_Risk_Score,0.9613179282769394,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dinesh Ka Mithila Dhaba (Palam),Coldstart_Risk_Score,0.968032645962634,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Flavours Of London (Palam),Coldstart_Risk_Score,0.9383522735098596,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Foji Bhai Hotel (Palam),Coldstart_Risk_Score,0.9632319333162276,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Green Chilli (Palam),Coldstart_Risk_Score,0.9461053748254956,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hook N Cook (Palam),Coldstart_Risk_Score,0.9387568668251288,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hyderabadi & Muradabadi Chicken Corner (Palam),Coldstart_Risk_Score,0.9611826407879732,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,It's Pizza Town (Palam),Coldstart_Risk_Score,0.9108796330317194,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,ITO Ke Mashoor Chole Bhature (Palam),Coldstart_Risk_Score,0.9690833074988916,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Janta Special Lassi Corner (Palam),Coldstart_Risk_Score,0.967686133402186,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Kairi The Royal Taste (Palam),Coldstart_Risk_Score,0.9120021350307638,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Kasba (Palam),Coldstart_Risk_Score,0.9588972268460156,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Kayasthas Food Junction (Palam),Coldstart_Risk_Score,0.9396404933800516,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,KGN Chicken Corner (Palam),Coldstart_Risk_Score,0.9611826407879732,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Maggi Point (Palam),Coldstart_Risk_Score,0.9264227701531804,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Momozone (Palam),Coldstart_Risk_Score,0.9627582217508616,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Munna Bakery (Palam),Coldstart_Risk_Score,0.9615899037647628,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,N.S. Pizza Point (Palam),Coldstart_Risk_Score,0.9621911056169712,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Nand Bhai Chholey Bhature (Palam),Coldstart_Risk_Score,0.9581260012195172,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,New Lazeez Tandoor (Palam),Coldstart_Risk_Score,0.8919009733822009,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Pritam Tiffin Service (Palam),Coldstart_Risk_Score,0.9613176211229854,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Rana Sweets and Restaurant (Palam),Coldstart_Risk_Score,0.9737249392496558,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Rastogi Sweets & Caterers (Palam),Coldstart_Risk_Score,0.939530682384874,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Recipe Tadka (Palam),Coldstart_Risk_Score,0.9307569392067307,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sher e Punjab Rasoi (Palam),Coldstart_Risk_Score,0.9665896277832706,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shyam Rasoi (Palam),Coldstart_Risk_Score,0.9676347701782974,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Subhan Chicken Biryani (Palam),Coldstart_Risk_Score,0.964654197941748,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Surprise - Bakers & Bites (Palam),Coldstart_Risk_Score,0.9352754987202214,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,The Night Rider (Palam),Coldstart_Risk_Score,0.9101398562780204,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Vikram Ji Snacks (Palam),Coldstart_Risk_Score,0.9570606033708908,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Yadav Chaat Bhandar (Palam),Coldstart_Risk_Score,0.9586647473536378,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Yadav Ji Chholey Bhature (Palam),Coldstart_Risk_Score,0.9604761410312096,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Colours of Biryani (Preet Vihar),Coldstart_Risk_Score,0.9521951129033254,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Abdul Muradabadi Chicken (R K Puram),Coldstart_Risk_Score,0.9099589864802242,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Laxmi Corner (R K Puram),Coldstart_Risk_Score,0.8930344670281963,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
