Action_Type,Location_or_Segment,Metric_1_Name,Metric_1_Value,Metric_2_Name,Metric_2_Value,Source_File,Is_NCR
High-risk restaurant in opportunity locality,Eat N Treat (Sector 17),Coldstart_Risk_Score,0.9174109117777804,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Red Chilli (Sector 17),Coldstart_Risk_Score,0.9462370877378236,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shiv Restaurant (Sector 17),Coldstart_Risk_Score,0.961476535573174,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sohan Sweets & Namkeen (Sector 17),Coldstart_Risk_Score,0.946093817938838,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,The Binge Box Cafe (Sector 17),Coldstart_Risk_Score,0.8961755144362997,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Baskin Robbins (Palam Vihar),Coldstart_Risk_Score,0.9143232924589204,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Burger Bites & More (Palam Vihar),Coldstart_Risk_Score,0.9216474722008188,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chawla Bakers (Palam Vihar),Coldstart_Risk_Score,0.9210506670861728,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Darjeeling Kanchanjanga Momos (Palam Vihar),Coldstart_Risk_Score,0.905169183268702,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Desserts 83 (Palam Vihar),Coldstart_Risk_Score,0.9472754806894872,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Express Kitchen (Palam Vihar),Coldstart_Risk_Score,0.9539177454839614,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shree Shyam Rasoi (Palam Vihar),Coldstart_Risk_Score,0.9467891896475832,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bakelicious 18 (Palam Vihar),Coldstart_Risk_Score,0.9047157356673424,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bansiwala Rasoi (Palam Vihar),Coldstart_Risk_Score,0.9147455987418364,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bansiwala Sweets (Palam Vihar),Coldstart_Risk_Score,0.909347530225209,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Best Pizza Hut (Palam Vihar),Coldstart_Risk_Score,0.9174682139565964,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chulha (Palam Vihar),Coldstart_Risk_Score,0.9338454654889689,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Gautam Bakery (Palam Vihar),Coldstart_Risk_Score,0.9098027103262646,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Honey Hot & Spicy (Palam Vihar),Coldstart_Risk_Score,0.9777571886312512,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hot Fork (Palam Vihar),Coldstart_Risk_Score,0.9187030480445332,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Icon Foods (Palam Vihar),Coldstart_Risk_Score,0.9309513675934484,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Mamta Tiffin Service (Palam Vihar),Coldstart_Risk_Score,0.985898325751317,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Radha Swami Shudh Vaishno Dhaba (Palam Vihar),Coldstart_Risk_Score,0.9275364687442784,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Savour (Palam Vihar),Coldstart_Risk_Score,0.9481412269554076,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sheetla Dhaba (Palam Vihar),Coldstart_Risk_Score,0.9121642607626608,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shree Bikaner Mishthan Bhandar (Palam Vihar),Coldstart_Risk_Score,0.9019592463484292,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shree Shyam Bhojnalaya (Palam Vihar),Coldstart_Risk_Score,0.9367349631062184,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shristi Happy Eats (Palam Vihar),Coldstart_Risk_Score,0.9469718405933644,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Singh Terrace Grill (Palam Vihar),Coldstart_Risk_Score,0.9064603937162318,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Swami Vaishno Dhaba (Palam Vihar),Coldstart_Risk_Score,0.9121642607626608,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Wah Ji Wah (Palam Vihar),Coldstart_Risk_Score,0.9248924742681436,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Maa Bhagwati Tiffins (Sector 12),Coldstart_Risk_Score,0.8988210823708154,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,ANTIDOTE (Sector 17),Coldstart_Risk_Score,0.9852819054393464,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bablu Fast Food (Sector 17),Coldstart_Risk_Score,0.9178952424881076,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Biryani & Rolls (Sector 17),Coldstart_Risk_Score,0.9317232202273538,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cafe Coffee Day (Sector 17),Coldstart_Risk_Score,0.9705235222056768,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chefy's Kitchen (Sector 17),Coldstart_Risk_Score,0.9523933620005868,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dilli Rasoi (Sector 17),Coldstart_Risk_Score,0.8936736458124904,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dujal Cafe (Sector 17),Coldstart_Risk_Score,0.917572636585788,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,HSI Food World (Sector 17),Coldstart_Risk_Score,0.8955417957520583,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Luncheon Box (Sector 17),Coldstart_Risk_Score,0.981355518591198,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Radha Swami Shudh Vaishno Dhaba (Sector 17),Coldstart_Risk_Score,0.8952868607562158,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Raju Vaishno Amritsari Dhaba (Sector 17),Coldstart_Risk_Score,0.9382448850996588,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,VK Food Court (Sector 17),Coldstart_Risk_Score,0.9090556300621496,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Apna Dabba (Sector 45),Coldstart_Risk_Score,0.9672019070729484,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cherry Crossing Foods (Sector 45),Coldstart_Risk_Score,0.9688384505222308,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Foody Goody (Sector 45),Coldstart_Risk_Score,0.8914590316851417,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shri Sai Kirpa Food (Sector 45),Coldstart_Risk_Score,0.9006445289295608,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,The Breakfast Bite (Sector 45),Coldstart_Risk_Score,0.9496646270949604,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aarush - A Mediterranean Kitchen (Sector 56),Coldstart_Risk_Score,0.8988718110894405,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Ghar Ki Handi (Sector 56),Coldstart_Risk_Score,0.951286530742104,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Midnight Hunger (Sector 56),Coldstart_Risk_Score,0.8931365181124347,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cookingo (Sector 56),Coldstart_Risk_Score,0.915597803529552,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Firefly (Sector 56),Coldstart_Risk_Score,0.9498204109706792,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Foodie Xpress (Sector 56),Coldstart_Risk_Score,0.951286530742104,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Vijeta's Happy Kitchen (Sector 56),Coldstart_Risk_Score,0.9498204109706792,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,My Plate (Udyog Vihar),Coldstart_Risk_Score,0.936390066374144,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,World Art Cafe (Udyog Vihar),Coldstart_Risk_Score,0.9056001030642288,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,XLNC Bakers (Udyog Vihar),Coldstart_Risk_Score,0.9396763357779572,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Adventure Food (Udyog Vihar),Coldstart_Risk_Score,0.922026623756252,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bandhani Fast Food (Udyog Vihar),Coldstart_Risk_Score,0.9197803964333344,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cafe Coffee Day (Udyog Vihar),Coldstart_Risk_Score,0.9664225162643646,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dheeraj Vaishno Dhaba (Udyog Vihar),Coldstart_Risk_Score,0.9452067793747126,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Knights Kitchen (Udyog Vihar),Coldstart_Risk_Score,0.9343523103643576,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Ku-Kukdu-Ku (Udyog Vihar),Coldstart_Risk_Score,0.9215415724754188,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Renu Sweets & Restaurant (Udyog Vihar),Coldstart_Risk_Score,0.9310493371353108,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Uttrakhand Bohra Bhojnalaya & Fast Food (Udyog Vihar),Coldstart_Risk_Score,0.9452067793747126,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Uttrakhand Dhaba (Udyog Vihar),Coldstart_Risk_Score,0.92564157467071,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cakeophony By Sonali (Alaknanda),Coldstart_Risk_Score,0.9107770941332902,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Rama Desi Ghee Meat Wala (Ashok Vihar Phase 1),Coldstart_Risk_Score,0.9204746350028912,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cafe Coffee Day (Daryaganj),Coldstart_Risk_Score,0.9340555165461876,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Delhi 6 Foods (Daryaganj),Coldstart_Risk_Score,0.9573659740640882,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hilal Hotel Nihari (Daryaganj),Coldstart_Risk_Score,0.9604050802867145,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Taj Chicken Point (Daryaganj),Coldstart_Risk_Score,0.9340859086526268,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Da Pizza Farm (Dilshad Garden),Coldstart_Risk_Score,0.947209850790617,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Froshier Fruits (East of Kailash),Coldstart_Risk_Score,0.9605316103325744,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,17 Degree Food Service (East of Kailash),Coldstart_Risk_Score,0.9632348168875636,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Aurangzeb (East of Kailash),Coldstart_Risk_Score,0.9238731163606424,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Delhi Food Adda (East of Kailash),Coldstart_Risk_Score,0.946796675666282,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Delhi Pizza Corner (East of Kailash),Coldstart_Risk_Score,0.9436218375587546,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dessert Carte (East of Kailash),Coldstart_Risk_Score,0.909206806269257,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Firangi Mithai (East of Kailash),Coldstart_Risk_Score,0.9769519868747828,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Heera Chicken Corner (East of Kailash),Coldstart_Risk_Score,0.9682999519161009,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Janaab (East of Kailash),Coldstart_Risk_Score,0.9398401931757387,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sher-e-Punjab (East of Kailash),Coldstart_Risk_Score,0.9452700915690376,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Uncle Sam (East of Kailash),Coldstart_Risk_Score,0.9680484378323018,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,China Town (Geeta Colony),Coldstart_Risk_Score,0.9638095330919948,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Guru Kripa (Geeta Colony),Coldstart_Risk_Score,0.9123994636161816,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Rahul Meat Corner (Geeta Colony),Coldstart_Risk_Score,0.890803632609278,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Nagpal Di Hatti (Geeta Colony),Coldstart_Risk_Score,0.9557307198098952,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Baweja's Haandi (Geeta Colony),Coldstart_Risk_Score,0.9512123512353176,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Insane Foods (Geeta Colony),Coldstart_Risk_Score,0.9776831697010432,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Kailash Vaishno Dhaba (Geeta Colony),Coldstart_Risk_Score,0.8954751106735868,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Khurana Eating Point (Geeta Colony),Coldstart_Risk_Score,0.902657514403654,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Lots of Food (Geeta Colony),Coldstart_Risk_Score,0.9607585898663344,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Parantha on Call (Geeta Colony),Coldstart_Risk_Score,0.9706247040600172,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Prem Ji Delhi Wale (Geeta Colony),Coldstart_Risk_Score,0.9008365216336264,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Spice Studio (Geeta Colony),Coldstart_Risk_Score,0.9332077559874196,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Tandoori Tadka (Geeta Colony),Coldstart_Risk_Score,0.9445942872027646,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Choco-House Chocolatiers (IP Extension),Coldstart_Risk_Score,0.9129695746618804,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Gluten Free by Deepika (IP Extension),Coldstart_Risk_Score,0.9276398813833104,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Little Cup Cake (IP Extension),Coldstart_Risk_Score,0.9251064836203888,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Starve Stalkers (IP Extension),Coldstart_Risk_Score,0.9177402338121268,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cocoalicious Delights (Lajpat Nagar 1),Coldstart_Risk_Score,0.9428465512938988,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Food Junction (Lajpat Nagar 1),Coldstart_Risk_Score,0.895127917052566,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Gian Ji Punjabi Dhaba (Lajpat Nagar 1),Coldstart_Risk_Score,0.895527684835213,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,New Anna Ka Dosa (Lajpat Nagar 1),Coldstart_Risk_Score,0.9040146694791796,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sunrise Bakery (Lajpat Nagar 1),Coldstart_Risk_Score,0.97184985028887,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,The Celiac Kitchen (Lajpat Nagar 1),Coldstart_Risk_Score,0.932851605600632,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,36 lebzelter (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.8955943240279138,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Buzybee (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.905322600586981,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Cafe Tandoor (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.9280818452666554,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Fumble Foods (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.9043377079819244,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Goodies- Snacks N More (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.893997386784386,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Grubhouse Cafe (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.9304698684022228,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Satnaam Foods (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.9341823444311946,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,South Indian (Mayur Vihar Phase 1),Coldstart_Risk_Score,0.9239972698173756,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bimbo Cakes (Moti Nagar),Coldstart_Risk_Score,0.9653798708246948,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Pindiwala (Moti Nagar),Coldstart_Risk_Score,0.9147953334567164,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Sai Rasoi (Moti Nagar),Coldstart_Risk_Score,0.911886506439326,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chap Corner (Moti Nagar),Coldstart_Risk_Score,0.9457286614465864,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Street Chaat Chatoron Ka Adda (Moti Nagar),Coldstart_Risk_Score,0.9457286614465864,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,34 Parkstreet Lane (Mukherjee Nagar),Coldstart_Risk_Score,0.9051263057552285,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bhikaram Bhujawala (Mukherjee Nagar),Coldstart_Risk_Score,0.9205893913471206,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chawla The Pastry Palace (Mukherjee Nagar),Coldstart_Risk_Score,0.93062773499549,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Food Box (Mukherjee Nagar),Coldstart_Risk_Score,0.8909121877611492,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Heaven's Shawarma (Mukherjee Nagar),Coldstart_Risk_Score,0.984188725848614,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Hyderabad Spl. Chicken Biryani Point (Mukherjee Nagar),Coldstart_Risk_Score,0.9405673117542506,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Milan Chole Bhature (Mukherjee Nagar),Coldstart_Risk_Score,0.9308219248940782,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Pasta Hub (Mukherjee Nagar),Coldstart_Risk_Score,0.914427188690894,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Patna Roll Center (Mukherjee Nagar),Coldstart_Risk_Score,0.900842309497456,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Refuel (Mukherjee Nagar),Coldstart_Risk_Score,0.9229711610606314,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Shivam Corner (Mukherjee Nagar),Coldstart_Risk_Score,0.9269189159262494,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Swad Mubarak (Mukherjee Nagar),Coldstart_Risk_Score,0.928636753383645,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Yummy Adda (Mukherjee Nagar),Coldstart_Risk_Score,0.8944648119125076,Is Rated,1,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Bawarchi's Canteen (Mukherjee Nagar),Coldstart_Risk_Score,0.9140362113942964,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Chaap Chaska (Mukherjee Nagar),Coldstart_Risk_Score,0.8960212141249363,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Delhi Chaap Express (Mukherjee Nagar),Coldstart_Risk_Score,0.9062989812979112,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Delhi Chaat Bhandar (Mukherjee Nagar),Coldstart_Risk_Score,0.8939830589214228,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Delhite Pí¢tisserie (Mukherjee Nagar),Coldstart_Risk_Score,0.9013876134426504,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Desi Dhaba (Mukherjee Nagar),Coldstart_Risk_Score,0.9229104158024226,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Desi Thaat Amritsari Naan (Mukherjee Nagar),Coldstart_Risk_Score,0.9325009726133786,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Dhaba Express (Mukherjee Nagar),Coldstart_Risk_Score,0.9358810780413492,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Food Campus (Mukherjee Nagar),Coldstart_Risk_Score,0.9008209323704724,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
High-risk restaurant in opportunity locality,Fresh Fast Food (Mukherjee Nagar),Coldstart_Risk_Score,0.9001392133527641,Is Rated,0,restaurant_master_insights.csv + locality_opportunity_flags.csv,1.0
