Restaurant ID,Restaurant Name,Votes,Aggregate rating,Cred_Rating,shrinkage_weight,rank_raw,rank_cred,rank_change
3400025,Jahanpanah,140,3.9,3.7577382579381347,0.25925925925925924,807.0,994.0,-187.0
3400341,Rangrezz Restaurant,71,3.5,3.4392710895858953,0.4083333333333333,2195.0,2384.0,-189.0
3400005,Time2Eat - Mama Chicken,94,3.6,3.514772942309843,0.34265734265734266,1785.0,1929.0,-144.0
3400021,Chokho Jeeman Marwari Jain Bhojanalya,87,4.0,3.766268608458143,0.3602941176470588,614.0,961.0,-347.0
3400017,Pinch Of Spice,177,4.2,4.015984649337644,0.2168141592920354,289.0,419.0,-130.0
3400325,MoMo Cafe,45,4.0,3.661835433513909,0.5212765957446809,614.0,1321.0,-707.0
3400059,Peshawri - ITC Mughal,133,4.3,4.044574344781909,0.2692307692307692,190.0,386.0,-196.0
3400060,Taj Bano - ITC Mughal,41,4.0,3.6468058972256383,0.5444444444444444,614.0,1376.0,-762.0
3400348,G Thal,59,3.6,3.487153062502847,0.4537037037037037,1785.0,2047.0,-262.0
3400072,Dawat-e-Nawab - Radisson Blu,46,3.8,3.5685529552663944,0.5157894736842106,1087.0,1675.0,-588.0
3400019,Dasaprakash Restaurant,121,4.1,3.8841913573547497,0.28823529411764703,429.0,650.0,-221.0
3400033,The Charcoal Chimney,70,3.4,3.379937233195861,0.4117647058823529,2648.0,2828.0,-180.0
3400350,Bon Barbecue,57,3.8,3.5925710448142216,0.46226415094339623,1087.0,1560.0,-473.0
3400016,Pind Balluchi,175,3.7,3.623716655135301,0.21875,1422.0,1463.0,-41.0
3400105,Pizza Hut,134,4.4,4.119194157105506,0.2677595628415301,116.0,281.0,-165.0
3400326,Tea'se Me - Rooftop Tea Boutique,166,4.2,4.006569910466546,0.22790697674418606,289.0,433.0,-144.0
3400392,Thaaliwala,168,4.1,3.930933321429988,0.22580645161290322,429.0,568.0,-139.0
111895,650 - The Global Kitchen,1582,4.2,4.174501858216007,0.030042918454935622,289.0,227.0,62.0
110502,Patang - The Revolving Restaurant,1315,3.7,3.687472529875592,0.03592375366568915,1422.0,1209.0,213.0
18396250,Huber & Holly,217,4.5,4.288392972745517,0.18421052631578946,79.0,140.0,-61.0
113702,@Mango,769,4.1,4.055149793093285,0.05990220048899755,429.0,363.0,66.0
113433,Fozzie's Pizzaiolo,731,4.3,4.2404006804491114,0.06282051282051282,190.0,186.0,4.0
18438909,La Pino'z Pizza,113,4.4,4.082793399693256,0.30246913580246915,116.0,312.0,-196.0
18143128,Mocha,944,4.4,4.348250282729413,0.04934541792547835,116.0,109.0,7.0
18438944,Blue -  Rooftop Cafe Restaurant Bistro,63,3.8,3.603683310270602,0.4375,1087.0,1534.0,-447.0
110436,MoMo Cafí© - Courtyard By Marriott,375,3.6,3.5712559687507253,0.11556603773584906,1785.0,1658.0,127.0
18385201,Cryo Lab,166,4.6,4.315407119768872,0.22790697674418606,44.0,127.0,-83.0
110395,Swati Snacks,697,4.4,4.331115992962879,0.06568364611260054,116.0,117.0,-1.0
18335583,Brick Kitchen,325,4.3,4.1757019538778275,0.13101604278074866,190.0,224.0,-34.0
110237,Kabir Restaurant,432,3.8,3.754288005717895,0.10187110187110188,1087.0,1004.0,83.0
113537,Puffizza,744,4.3,4.241377718474537,0.0617906683480454,190.0,184.0,6.0
113703,Cafe Alfresco,404,4.0,3.9298289862037694,0.10816777041942605,614.0,570.0,44.0
18385186,The Cafe Baraco,317,4.4,4.259597078552753,0.13387978142076504,116.0,168.0,-52.0
113325,Nini's Kitchen,1138,4.5,4.452580059604303,0.041280539174389216,79.0,70.0,9.0
111826,Yanki Sizzlers,1041,4.1,4.066341771330557,0.044954128440366975,429.0,347.0,82.0
110516,The Garden Cafe - The Fern,192,4.1,3.947769837138205,0.2033195020746888,429.0,533.0,-104.0
18371341,Mazzo,166,3.9,3.774942003489802,0.22790697674418606,807.0,929.0,-122.0
113570,Turquoise Villa,535,4.0,3.9455694019697045,0.0839041095890411,614.0,537.0,77.0
2400020,Aryan Family's Delight,57,3.4,3.37747670519158,0.46226415094339623,2648.0,2876.0,-228.0
2400148,Bean Here,76,3.3,3.32010024600246,0.392,3125.0,3746.0,-621.0
2400019,Bikanerwala,51,3.2,3.274125307503075,0.49,3596.0,5026.0,-1430.0
2400193,Dewsis,99,3.4,3.383868451015591,0.3310810810810811,2648.0,2770.0,-122.0
2400027,Friends Forever,83,3.4,3.381913111744754,0.3712121212121212,2648.0,2799.0,-151.0
17960073,Hotel Ravisha Continental,18,3.4,3.364366130601604,0.7313432835820896,2648.0,3086.0,-438.0
2400119,KFC,58,3.4,3.377687203273902,0.45794392523364486,2648.0,2872.0,-224.0
2400014,McDonald's,53,3.3,3.3246326544147786,0.4803921568627451,3125.0,3618.0,-493.0
2400403,Pind Balluchi,6,3.2,3.334773286369227,0.8909090909090909,3596.0,3280.0,316.0
2400349,Pizza Hut,35,3.4,3.3715777470274695,0.5833333333333334,2648.0,2961.0,-313.0
2400279,Subway,32,3.4,3.3705250709914503,0.6049382716049383,2648.0,2987.0,-339.0
2400017,Tandoor Restaurant,151,3.2,3.2370626537515377,0.245,3596.0,5394.0,-1798.0
2400144,The Tamarind Tree,106,3.4,3.3845969725826284,0.3161290322580645,2648.0,2753.0,-105.0
2400195,Cafe El Chico,59,3.6,3.487153062502847,0.4537037037037037,1785.0,2047.0,-262.0
2400052,Eat On,105,3.7,3.589042407469529,0.3181818181818182,1422.0,1573.0,-151.0
2400016,Hot Stuff,105,3.5,3.4526787711058926,0.3181818181818182,2195.0,2300.0,-105.0
2400293,Paradise,57,3.6,3.485023875002901,0.46226415094339623,1785.0,2065.0,-280.0
2400009,Sagar Ratna,134,3.5,3.460177763662882,0.2677595628415301,2195.0,2242.0,-47.0
2400010,Moti Mahal Delux,58,3.3,3.323481595797266,0.45794392523364486,3125.0,3677.0,-552.0
2200011,Makhan Fish and Chicken Corner,345,3.4,3.393940433376415,0.12436548223350254,2648.0,2636.0,12.0
2200078,Charming Chicken,151,3.9,3.765562653751537,0.245,807.0,966.0,-159.0
18204507,Ahuja Milk Bhandar,52,4.0,3.6852725816862124,0.48514851485148514,614.0,1218.0,-604.0
2200030,Crystal Restaurant,122,3.4,3.386038191522266,0.28654970760233917,2648.0,2734.0,-86.0
2200201,Brijwasi Chat Bhandar,56,3.6,3.4839288642886426,0.4666666666666667,1785.0,2072.0,-287.0
2200067,Bubby Fish & Chicken Corner,91,3.5,3.447946648216482,0.35,2195.0,2330.0,-135.0
2200358,Bon Gateau,26,3.4,3.3681670766707663,0.6533333333333333,2648.0,3019.0,-371.0
2200001,The Yellow Chilli,98,3.4,3.383758712587126,0.3333333333333333,2648.0,2772.0,-124.0
2200033,La Roma Pizzeria,111,3.5,3.4544533171894214,0.30625,2195.0,2288.0,-93.0
2200283,Sakhis Watz Kukin,51,3.6,3.478125307503075,0.49,1785.0,2109.0,-324.0
2200045,The Kulcha Land,206,3.9,3.7945589441188528,0.19215686274509805,807.0,865.0,-58.0
2200149,Shudh Restaurant,44,3.4,3.3743282876377148,0.5268817204301075,2648.0,2920.0,-272.0
2200043,Bade Bhai Ka Brothers' Dhaba,94,3.7,3.5805072080441085,0.34265734265734266,1422.0,1605.0,-183.0
2200044,Bharawan Da Dhaba,461,3.5,3.485710844608446,0.09607843137254903,2195.0,2063.0,132.0
2200132,Brothers Dhaba,276,3.8,3.7323462484624845,0.15076923076923077,1087.0,1072.0,15.0
2200236,Brothers' Amritsari Dhaba,71,3.8,3.616771089585896,0.4083333333333333,1087.0,1488.0,-401.0
2200175,Gurdas Ram Jalebi Wala,104,4.1,3.8602126192830553,0.3202614379084967,429.0,716.0,-287.0
2200000,Kesar Da Dhabha,878,4.1,4.0604234420175915,0.05285868392664509,429.0,356.0,73.0
2200055,Beera Chicken Corner,192,3.8,3.7087656877606117,0.2033195020746888,1087.0,1140.0,-53.0
2200034,Surjit Food Plaza,96,3.5,3.449741591381431,0.33793103448275863,2195.0,2317.0,-122.0
2200153,Kanha Sweets,140,4.1,3.905886406086283,0.25925925925925924,429.0,614.0,-185.0
2500023,Kream N Krunch,240,3.6,3.5578288261256312,0.1695501730103806,1785.0,1734.0,51.0
2500076,Balbeer's Kitchen & Bar,65,3.3,3.3220397434237494,0.4298245614035088,3125.0,3697.0,-572.0
2500054,Angeethi Restaurant,63,3.3,3.322433310270602,0.4375,3125.0,3694.0,-569.0
2500134,Domino's Pizza,19,3.1,3.2810666286809926,0.7205882352941176,4106.0,4944.0,-838.0
2500069,Hotel Laadli,46,3.4,3.3748687447400787,0.5157894736842106,2648.0,2909.0,-261.0
2500256,Indiana Veg Restaurant,75,3.4,3.3807462157282857,0.3951612903225806,2648.0,2815.0,-167.0
2500024,Madhuban Restaurant - Welcome Hotel Rama International,94,3.4,3.383304410841311,0.34265734265734266,2648.0,2777.0,-129.0
2500075,Mauj Restaurant,47,3.3,3.326172195315703,0.5104166666666666,3125.0,3483.0,-358.0
2500029,Naivedya,71,3.4,3.380104422919229,0.4083333333333333,2648.0,2826.0,-178.0
2500079,d' Curry House,73,3.6,3.5001027110680942,0.4016393442622951,1785.0,1988.0,-203.0
2500343,Mokoholic Juice Bar,21,3.5,3.395893296432964,0.7,2195.0,2607.0,-412.0
2500052,Ashoka's Veg Restaurant,46,3.3,3.3264476921084998,0.5157894736842106,3125.0,3479.0,-354.0
2500062,Kareem's Fine Dining,45,3.3,3.3267290505351856,0.5212765957446809,3125.0,3477.0,-352.0
2500056,That Baat,34,3.4,3.371235310244668,0.5903614457831325,2648.0,2973.0,-325.0
2500030,Bhoj Restaurant,89,3.7,3.5761777590601995,0.35507246376811596,1422.0,1626.0,-204.0
2500390,Downside Up,8,3.2,3.330044399128201,0.8596491228070176,3596.0,3397.0,199.0
2500007,Kareem's Kabab & Biryani,39,3.4,3.3728696676171306,0.5568181818181818,2648.0,2939.0,-291.0
2500123,Great Sagar Restaurant,74,3.3,3.3204270792707926,0.3983739837398374,3125.0,3741.0,-616.0
2500122,Kailash Restaurant,76,3.3,3.32010024600246,0.392,3125.0,3746.0,-621.0
2500346,Yalla Yalla,71,3.3,3.320937756252562,0.4083333333333333,3125.0,3736.0,-611.0
50943,Sultans of Spice,2416,4.1,4.08511664533481,0.019878296146044624,429.0,310.0,119.0
58268,The Fatty Bao - Asian Gastro Bar,2369,4.7,4.6726685404261,0.020264681555004136,28.0,21.0,7.0
51705,Toit,10934,4.8,4.7935366048211145,0.004461440407903123,19.0,10.0,9.0
18162866,Three Dots & A Dash,1354,3.9,3.8808357311121218,0.03492516037063435,807.0,668.0,139.0
18407918,Bombay Brasserie,231,4.2,4.051473324108241,0.175,289.0,370.0,-81.0
56464,Glen's Bakehouse,3533,4.0,3.9911257763122023,0.013679508654383027,614.0,451.0,163.0
18221572,Onesta,1413,4.3,4.268202825410607,0.033515731874145006,190.0,156.0,34.0
18359919,Onesta,781,4.6,4.526280157530491,0.05903614457831325,44.0,49.0,-5.0
18439634,ECHOES Koramangala,276,4.7,4.496653940770177,0.15076923076923077,28.0,54.0,-26.0
51040,Truffles,9667,4.7,4.693198078504561,0.005043227665706052,28.0,20.0,8.0
54162,The Black Pearl,5385,4.1,4.0932485334468725,0.0090172984909827,429.0,296.0,133.0
18305628,Eat Street,753,4.3,4.242035574501631,0.06109725685785536,190.0,182.0,8.0
18385443,Koramangala Social,1288,4.5,4.457900172588113,0.03664921465968586,79.0,67.0,12.0
56618,AB's - Absolute Barbecues,6907,4.6,4.591203641568474,0.007044278320874065,44.0,33.0,11.0
18353121,Flechazo,983,4.4,4.3502059406495235,0.04748062015503876,116.0,107.0,9.0
18366652,Onesta,627,4.6,4.509485992234183,0.07248520710059171,44.0,50.0,-6.0
18430785,Communiti,334,4.2,4.091416529374171,0.1279373368146214,289.0,298.0,-9.0
58882,Big Brewsky,5705,4.5,4.4902176800052676,0.00851581508515815,79.0,56.0,23.0
18422898,Hoot,405,3.9,3.8407764994500164,0.10792951541850221,807.0,773.0,34.0
18339874,Farzi Cafe,754,4.4,4.336005642279337,0.06102117061021171,116.0,116.0,0.0
2600472,Black N White Cafe,51,3.3,3.3251253075030744,0.49,3125.0,3523.0,-398.0
2600514,Maybe There,63,3.4,3.3786833102706026,0.4375,2648.0,2855.0,-207.0
2600109,Sagar Gaire Fast Food,427,4.9,4.740572543593084,0.10294117647058823,1.0,15.0,-14.0
2600311,The Kasbah,126,3.9,3.7463573185731853,0.28,807.0,1028.0,-221.0
2600008,Bake N Shake,223,4.2,4.047104892464366,0.1801470588235294,289.0,380.0,-91.0
2600031,10 Downing Street,257,4.0,3.8961193815369524,0.16013071895424835,614.0,630.0,-16.0
2600250,Chi Kitchen,103,4.0,3.79087191283097,0.3223684210526316,614.0,874.0,-260.0
2600025,Pizza Hut,118,4.1,3.8803145553910623,0.2934131736526946,429.0,669.0,-240.0
2600494,Kafe Kulture,98,3.8,3.650425379253792,0.3333333333333333,1087.0,1360.0,-273.0
18108352,Violet Hour,33,3.8,3.5318601311013107,0.5975609756097561,1087.0,1842.0,-755.0
2600079,Bapu Ki Kutia,175,3.5,3.467466655135301,0.21875,2195.0,2195.0,0.0
2600340,Da pizzeria,111,3.6,3.523828317189422,0.30625,1785.0,1880.0,-95.0
18461339,Papa Mexicano,20,3.6,3.4233700108740215,0.7101449275362319,1785.0,2469.0,-684.0
2600010,Bake N Shake,103,4.1,3.8586350707257067,0.3223684210526316,429.0,723.0,-294.0
2600230,Manohar Dairy And Restaurant,243,4.4,4.224015516268176,0.1678082191780822,116.0,193.0,-77.0
2600003,Manohar Dairy And Restaurant,238,4.1,3.9721690966909664,0.17073170731707318,429.0,489.0,-60.0
2600303,Kebabsville - Sayaji Hotel,128,4.3,4.037358930792697,0.2768361581920904,190.0,397.0,-207.0
2600180,Indian Coffee House,161,3.9,3.771964432144321,0.23333333333333334,807.0,935.0,-128.0
2600393,The Urban Socialite,79,3.8,3.6282228964867773,0.3828125,1087.0,1446.0,-359.0
2600007,Bake N Shake,120,4.3,4.02492621745744,0.28994082840236685,190.0,412.0,-222.0
2900587,Tyre Patty,289,3.9,3.8204512744091934,0.14497041420118342,807.0,823.0,-16.0
2900354,Silver Streak,379,4.1,4.014281613902587,0.11448598130841121,429.0,423.0,6.0
2900633,Barbeque Nation,154,4.6,4.298583895321712,0.2413793103448276,44.0,132.0,-88.0
18408676,Central Perk 7,145,4.5,4.2098584059294195,0.25257731958762886,79.0,200.0,-121.0
2900234,The Chicken Dinesty,247,3.9,3.809163955237525,0.16554054054054054,807.0,844.0,-37.0
2900550,Taste Of China,145,4.0,3.8361470657232344,0.25257731958762886,614.0,785.0,-171.0
18362677,Michael's Kitchen,118,3.7,3.5976798248521407,0.2934131736526946,1422.0,1550.0,-128.0
2900044,Mamma Mia - Mayfair Lagoon,256,4.1,3.9797132155747783,0.16065573770491803,429.0,474.0,-45.0
2900469,99 North Restaurant,173,3.6,3.54510148986625,0.22072072072072071,1785.0,1782.0,3.0
2900219,Adda,424,3.8,3.7535148641655547,0.10359408033826638,1087.0,1007.0,80.0
2900473,Chill Ummm,338,3.7,3.6558463326881334,0.12661498708010335,1422.0,1343.0,79.0
2900020,Lal Qila,228,3.7,3.6383123853801713,0.17689530685920576,1422.0,1410.0,12.0
2900562,Richard's Kitchen & Coffee Bar,253,3.8,3.727193810431482,0.16225165562913907,1087.0,1084.0,3.0
18413814,Aangan Horizon,90,4.0,3.7713131708655214,0.35251798561151076,614.0,937.0,-323.0
18235390,Brewberrys The Coffee Bar,197,4.0,3.870782645326453,0.1991869918699187,614.0,689.0,-75.0
2900640,Chai Break,69,4.3,3.9060383961890466,0.4152542372881356,190.0,613.0,-423.0
18271459,JUGAAD JN.,199,4.1,3.9520666562512394,0.1975806451612903,429.0,528.0,-99.0
18377283,Cha cTea,56,3.8,3.590595530955309,0.4666666666666667,1087.0,1569.0,-482.0
18408600,Food Fever,49,4.2,3.775638068880689,0.5,289.0,925.0,-636.0
2900012,Mainland China,345,4.3,4.182011499366262,0.12436548223350254,190.0,213.0,-23.0
18436042,Eram Rooftop,89,3.5,3.447192251813822,0.35507246376811596,2195.0,2336.0,-141.0
122003,The Night Factory,665,3.7,3.6760679702385257,0.06862745098039216,1422.0,1249.0,173.0
121552,Brooklyn Central,676,4.2,4.1426379734487,0.06758620689655172,289.0,255.0,34.0
121214,Chili's,970,4.3,4.254379323601872,0.04808635917566242,190.0,174.0,16.0
121553,Kylin Experience,300,4.1,3.9948783116054654,0.14040114613180515,429.0,444.0,-15.0
121312,Mocha,428,4.0,3.9333596032501204,0.10272536687631027,614.0,561.0,53.0
121335,Pirates of Grill,1022,4.0,3.970319823296272,0.0457516339869281,614.0,492.0,122.0
120014,Barbeque Nation,1450,4.5,4.46244998715831,0.03268845897264843,79.0,63.0,16.0
123125,TGI Friday's,228,4.3,4.132175201264648,0.17689530685920576,190.0,268.0,-78.0
120221,Pal Dhaba,982,3.8,3.778673647672461,0.0475266731328807,1087.0,917.0,170.0
122064,Midnight Chef,502,3.4,3.395667024955186,0.08892921960072596,2648.0,2618.0,30.0
120203,Nik Baker's,698,4.1,4.050886922021831,0.06559571619812583,429.0,371.0,58.0
120219,OvenFresh,397,4.1,4.017741100337012,0.10986547085201794,429.0,416.0,13.0
121425,Super Donuts,265,4.0,3.8987660214977944,0.15605095541401273,614.0,625.0,-11.0
123010,Taco Bell,252,4.2,4.061835650333248,0.16279069767441862,289.0,353.0,-64.0
123294,Karim's,86,3.3,3.318611338891167,0.362962962962963,3125.0,3886.0,-761.0
121120,Virgin Courtyard,817,4.4,4.340661120958785,0.05658198614318707,116.0,114.0,2.0
122940,Burgrill,249,4.5,4.311115875001032,0.1644295302013423,79.0,129.0,-50.0
122830,Uncle Jack's,356,4.0,3.9215124216056974,0.12098765432098765,614.0,585.0,29.0
69024,That Madras Place,1810,4.2,4.17762911820888,0.026358257127487898,289.0,221.0,68.0
72475,Haunted,519,3.8,3.761289666813921,0.08626760563380281,1087.0,980.0,107.0
70431,Pantry d'or,1504,4.4,4.366910837572639,0.031551835157759174,116.0,100.0,16.0
71443,Palmshore,841,4.2,4.15327250646102,0.0550561797752809,289.0,245.0,44.0
73088,Chili's,1262,4.8,4.7458524262016075,0.03737604881769641,19.0,14.0,5.0
18423075,Writer's Cafe,191,4.2,4.026718878126281,0.20416666666666666,289.0,411.0,-122.0
70890,Fusilli Reasons,1510,4.6,4.560752104394039,0.03143040410519564,44.0,40.0,4.0
71492,Ciclo Cafe,1004,4.1,4.065159098528307,0.04653371320037987,429.0,349.0,80.0
70092,Kaidi Kitchen,1820,4.0,3.9829922582933692,0.026217228464419477,614.0,466.0,148.0
70393,Bombay Brasserie,1753,4.6,4.5660446896505595,0.02719200887902331,44.0,37.0,7.0
70894,Maplai,1714,4.2,4.176410964691042,0.027793533749290982,289.0,223.0,66.0
73279,Paradise,1317,3.8,3.783903756039756,0.03587115666178624,1087.0,897.0,190.0
69951,L'amandier,1607,4.3,4.271927856733277,0.029589371980676328,190.0,152.0,38.0
72497,Palmshore,645,4.4,4.325954655259809,0.07060518731988473,116.0,123.0,-7.0
65413,Palmshore,742,4.3,4.241229495259554,0.061946902654867256,190.0,185.0,5.0
70497,Basil With A Twist,1210,4.5,4.4552919227564,0.03891977760127085,79.0,69.0,10.0
65055,Barbeque Nation,3848,4.4,4.386813582435286,0.012573774698486015,116.0,86.0,30.0
18384227,AB's - Absolute Barbecues,859,4.9,4.816423492015757,0.053964757709251104,1.0,8.0,-7.0
72604,Coal Barbecues,1267,4.6,4.553504962576222,0.03723404255319149,44.0,43.0,1.0
66457,Pind,2272,4.0,3.986304407906208,0.02111158983196898,614.0,458.0,156.0
18260777,Kuchi n Kream,202,4.6,4.356225222112779,0.1952191235059761,44.0,104.0,-60.0
3000107,Haribhavanam Hotel,318,3.9,3.826737141009012,0.1335149863760218,807.0,803.0,4.0
3000132,Kites Cafe,124,3.8,3.672904802024899,0.2832369942196532,1087.0,1264.0,-177.0
3000122,Zucca Pizzeria,274,3.5,3.477438175697546,0.15170278637770898,2195.0,2116.0,79.0
3001032,Burger Ka Baap,147,4.3,4.062819034440344,0.25,190.0,351.0,-161.0
3000021,The Cascade Restaurant,243,4.1,3.974357982021601,0.1678082191780822,429.0,485.0,-56.0
18434000,24 Plus Cafe & Restaurant,24,3.8,3.498801791100102,0.6712328767123288,1087.0,1993.0,-906.0
3000195,Valarmathi Kongunaatu Samayal,380,4.5,4.368793777972745,0.11421911421911422,79.0,97.0,-18.0
3000126,Bird On Tree,221,3.8,3.718564928704842,0.1814814814814815,1087.0,1109.0,-22.0
18280306,Tim's Bistro,85,3.9,3.6993472444052795,0.3656716417910448,807.0,1172.0,-365.0
3001489,Batlivala & Khanabhoy,40,4.2,3.732725064610196,0.550561797752809,289.0,1071.0,-782.0
3000770,Cafe Totaram,132,4.0,3.8243786229298755,0.27071823204419887,614.0,809.0,-195.0
3000062,Cream Centre,203,4.0,3.8738592490091563,0.19444444444444445,614.0,683.0,-69.0
3000016,On The Go,215,4.0,3.8795929195087404,0.1856060606060606,614.0,673.0,-59.0
3000014,Sree Annapoorna,225,4.3,4.130337703468276,0.17883211678832117,190.0,270.0,-80.0
3000001,That's Y Food,299,4.2,4.080495778018125,0.14080459770114942,289.0,320.0,-31.0
3001321,CakeBee,200,4.9,4.595231047189991,0.19678714859437751,1.0,31.0,-30.0
3000996,Yari,221,4.2,4.04597233611225,0.1814814814814815,289.0,383.0,-94.0
3001065,Cream Stone,161,4.3,4.0786310988109875,0.23333333333333334,190.0,324.0,-134.0
3000048,Barbeque Nation,505,4.4,4.3072428352893635,0.08844765342960288,116.0,130.0,-14.0
3500012,The Punjabi Essence Restaurant,102,3.6,3.5192882831146193,0.32450331125827814,1785.0,1904.0,-119.0
3500007,Tirupati Restaurant,115,3.8,3.665930065550655,0.29878048780487804,1087.0,1302.0,-215.0
3500017,Anandam,141,3.9,3.7584870039489866,0.2578947368421053,807.0,991.0,-184.0
3500018,Town Table Restaurant,173,3.9,3.778885273650033,0.22072072072072071,807.0,913.0,-106.0
3500011,Kalsang Friends Corner,406,4.2,4.108598968681995,0.1076923076923077,289.0,287.0,2.0
18416632,The Great Indian Pub,50,4.9,4.1334599065687625,0.494949494949495,1.0,266.0,-265.0
18408585,Punjab Grill,98,4.0,3.7837587125871255,0.3333333333333333,614.0,899.0,-285.0
3500059,TBistro,230,3.8,3.721191866488557,0.17562724014336917,1087.0,1100.0,-13.0
3500081,Y Cafe & Restaurant,94,4.0,3.777710005246905,0.34265734265734266,614.0,919.0,-305.0
17971273,Eddie's Patisserie,64,4.1,3.775332130533694,0.4336283185840708,429.0,928.0,-499.0
3500365,First Gear Cafe,131,3.9,3.750625170835041,0.2722222222222222,807.0,1017.0,-210.0
3500013,Dunkin Donuts,101,3.9,3.7207502050020493,0.32666666666666666,807.0,1102.0,-295.0
3500024,Doon Darbar,121,3.9,3.741838416178279,0.28823529411764703,807.0,1041.0,-234.0
3500488,Razzmatazz,39,3.9,3.5944605767080393,0.5568181818181818,807.0,1557.0,-750.0
3500505,Barbeque Nation,66,4.4,3.9531524413070223,0.4260869565217391,116.0,524.0,-408.0
3500010,Black Pepper Restaurant,175,4.0,3.858091655135301,0.21875,614.0,725.0,-111.0
3500414,Cafe Marigold,104,4.1,3.8602126192830553,0.3202614379084967,429.0,716.0,-287.0
18440677,Jalapenos,68,4.2,3.844551544874423,0.4188034188034188,289.0,763.0,-474.0
3500484,Kalsang AMA Cafe,89,4.2,3.8986415271761414,0.35507246376811596,289.0,626.0,-337.0
301728,Desire Foods,4,2.9,3.317217561326556,0.9245283018867925,5082.0,3922.0,1160.0
5992,Knight Rock,16,2.8,3.2155773961585763,0.7538461538461538,5462.0,5534.0,-72.0
301730,Punjab Restaurant,8,2.8,3.2739040482510084,0.8596491228070176,5462.0,5033.0,429.0
301729,Raju Dhaba,8,2.9,3.2879391359703063,0.8596491228070176,5082.0,4805.0,277.0
301731,Rakheja Bakery,7,2.8,3.2823666205412048,0.875,5462.0,4890.0,572.0
311053,Snax Points,4,3.0,3.324764731137877,0.9245283018867925,4617.0,3529.0,1088.0
304046,Cafe And More,4,2.9,3.317217561326556,0.9245283018867925,5082.0,3922.0,1160.0
309936,Green Chick Chop,7,3.0,3.307366620541205,0.875,4617.0,4362.0,255.0
309927,Kolkata Hot Kathi Rolls,11,2.9,3.2685421791717912,0.8166666666666667,5082.0,5109.0,-27.0
18037826,Kebab Xpress,49,2.8,3.075638068880689,0.5,5462.0,5984.0,-522.0
301163,McDonald's,58,3.4,3.377687203273902,0.45794392523364486,2648.0,2872.0,-224.0
4931,Suruchi,233,3.4,3.3915337969869057,0.17375886524822695,2648.0,2658.0,-10.0
1804,Berco's,508,3.8,3.7605251898569256,0.08797127468581688,1087.0,983.0,104.0
312102,Dunkin' Donuts,98,3.6,3.5170920459204593,0.3333333333333333,1785.0,1917.0,-132.0
18217857,The Chocolate Room,59,3.6,3.487153062502847,0.4537037037037037,1785.0,2047.0,-262.0
311051,KFC,57,2.1,2.6784201014179954,0.46226415094339623,6480.0,6433.0,47.0
18133510,Barbeque Nation,299,4.0,3.9086566975583548,0.14080459770114942,614.0,610.0,4.0
308380,Yo! China,239,4.1,3.9726129539941226,0.1701388888888889,429.0,488.0,-59.0
6077,Giani's,16,3.2,3.314038934620115,0.7538461538461538,3596.0,4073.0,-477.0
308082,Momo-Cha,16,2.7,3.190962011543192,0.7538461538461538,5776.0,5653.0,123.0
309558,Shree Rathnam,48,3.4,3.3753869149516236,0.5051546391752577,2648.0,2906.0,-258.0
8128,Mirage Restro Bar,25,2.4,3.0298990641933443,0.6621621621621622,6325.0,6077.0,248.0
9785,Gelato Vinto,12,2.8,3.2428283729558602,0.8032786885245902,5462.0,5351.0,111.0
6025,Cakes 'n Bakes - Park Plaza,15,3.0,3.2689457929735544,0.765625,4617.0,5096.0,-479.0
6013,Cafe Bite,19,3.2,3.3090078051515808,0.7205882352941176,3596.0,4307.0,-711.0
8153,Cafe Light,8,2.8,3.2739040482510084,0.8596491228070176,5462.0,5033.0,429.0
18279477,Momo-Cha,20,2.8,3.191485952903007,0.7101449275362319,5462.0,5645.0,-183.0
18359331,Oregano India,11,3.1,3.305208845838458,0.8166666666666667,4106.0,4413.0,-307.0
301151,Sagar Bakery,11,3.0,3.2868755125051248,0.8166666666666667,4617.0,4833.0,-216.0
18204479,Smugglers,7,3.1,3.319866620541205,0.875,4106.0,3750.0,356.0
2198,Welcome,13,2.9,3.256653721779153,0.7903225806451613,5082.0,5242.0,-160.0
18258480,Chimney,25,3.3,3.3339531182473983,0.6621621621621622,3125.0,3294.0,-169.0
9698,Chopstick,22,3.0,3.242430010567711,0.6901408450704225,4617.0,5361.0,-744.0
8326,Hot & Tasty Chinese Food,26,2.6,3.090833743337433,0.6533333333333333,6026.0,5955.0,71.0
18270379,Sanjha Chulha,16,2.9,3.2401927807739614,0.7538461538461538,5082.0,5376.0,-294.0
304006,Frontier,7,2.9,3.2948666205412054,0.875,5082.0,4662.0,420.0
308957,Oxy Lounge,28,3.1,3.2599029967572397,0.6363636363636364,4106.0,5196.0,-1090.0
18383469,Al Bake,31,3.2,3.2926566343788437,0.6125,3596.0,4702.0,-1106.0
1367,Anupam Sweet,70,3.4,3.379937233195861,0.4117647058823529,2648.0,2828.0,-180.0
9650,Cafe Coffee Day,67,3.3,3.321659747847478,0.4224137931034483,3125.0,3701.0,-576.0
308335,Chicago Pizza,35,2.7,3.079911080360803,0.5833333333333334,5776.0,5977.0,-201.0
18391065,Crispy Crust,22,3.4,3.3663736725395417,0.6901408450704225,2648.0,3046.0,-398.0
301193,Frontier,17,3.3,3.3380686477319315,0.7424242424242424,3125.0,3217.0,-92.0
