Locality,Price range,Supply,Demand,AvgVotesPerRestaurant,mean_Cred_Rating,locality_p75_threshold,percentile_rank,is_opportunity
Karol Bagh,2,33,4460,135.15151515151516,3.3232067744296265,107.27575757575758,1.0,False
Karol Bagh,3,5,397,79.4,3.302183102631234,107.27575757575758,0.6666666666666666,False
Khan Market,1,6,887,147.83333333333334,3.4915419873392812,663.8014705882354,0.25,False
Khan Market,2,11,5256,477.8181818181818,3.6145219652675693,663.8014705882354,0.5,False
Khan Market,3,17,16757,985.7058823529412,3.892610890434585,663.8014705882354,1.0,False
Khan Market,4,10,5565,556.5,3.7984644057680774,663.8014705882354,0.75,False
Kirti Nagar,1,23,567,24.652173913043477,3.2722113479029993,52.59375,0.5,False
Kirti Nagar,2,24,1010,42.083333333333336,3.2501795725711236,52.59375,0.75,False
Kirti Nagar,3,8,673,84.125,3.3219610294408577,52.59375,1.0,False
Kirti Nagar,4,1,14,14.0,3.317659218258849,52.59375,0.25,False
Krishna Nagar,1,56,422,7.535714285714286,3.30116769136849,25.491071428571427,0.5,False
Krishna Nagar,2,21,661,31.476190476190474,3.2876038052683003,25.491071428571427,1.0,False
Lajpat Nagar 1,1,32,459,14.34375,3.293062665421014,45.810937499999994,0.5,False
Lajpat Nagar 1,2,10,563,56.3,3.419997406597863,45.810937499999994,1.0,False
Laxmi Nagar,1,39,921,23.615384615384617,3.2742062230663898,66.33805668016194,0.5,False
Laxmi Nagar,2,19,1531,80.57894736842105,3.277050121497641,66.33805668016194,1.0,False
Lodhi Colony,1,13,820,63.07692307692308,3.3234604209898277,406.33333333333337,0.25,False
Lodhi Colony,2,8,643,80.375,3.294185889688005,406.33333333333337,0.5,False
Lodhi Colony,3,6,3695,615.8333333333334,3.5347058441244785,406.33333333333337,1.0,False
Lodhi Colony,4,4,1346,336.5,3.7516126058648918,406.33333333333337,0.75,False
"Logix City Centre, Sector 32, Noida",1,16,109,6.8125,3.277365208001369,16.78787878787879,0.3333333333333333,False
"Logix City Centre, Sector 32, Noida",2,11,109,9.909090909090908,3.290259724212852,16.78787878787879,0.6666666666666666,False
