Restaurant ID,Restaurant Name,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes,n_outlets,Is Chain,Is Rated,Is NCR,Cuisines Count,Primary Cuisine,Log_Votes,Cred_Rating,shrinkage_weight,rank_raw,rank_cred,rank_change,Log_Cost,VFM_Predicted_Rating,VFM_Residual,VFM_rank_overall,VFM_rank_within_ncr,Competitors_500m,Competitors_1km,Competitors_2km,density_tier,Has_Density_Data,Model_Predicted_Rating,Model_Residual,Coldstart_Risk_Score
3400025,Jahanpanah,Agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01154444,27.16166111,"North Indian, Mughlai",850,0,0,3,3.9,Yellow,Good,140,1,False,True,False,2,North Indian,4.948759890378168,3.757738257938135,0.2592592592592592,807.0,994.0,-187.0,6.746412128573375,3.8639005689171184,-0.1061623109789837,4630.0,404.0,,,,,False,3.6554408,0.2445591926574706,0.0063514787838997
3400341,Rangrezz Restaurant,Agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",0.0,0.0,"North Indian, Mughlai",700,0,0,2,3.5,Yellow,Good,71,1,False,True,False,2,North Indian,4.276666119016055,3.439271089585896,0.4083333333333333,2195.0,2384.0,-189.0,6.55250788703459,3.823266204890575,-0.3839951153046796,6005.0,597.0,,,,,False,3.8470457,-0.3470456600189209,0.0117239122159851
3400005,Time2Eat - Mama Chicken,Agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01160797,27.16083249,North Indian,500,0,0,2,3.6,Yellow,Good,94,1,False,True,False,1,North Indian,4.553876891600541,3.514772942309843,0.3426573426573426,1785.0,1929.0,-144.0,6.2166061010848646,3.752874988385302,-0.238102046075459,5568.0,484.0,,,,,False,3.852326,-0.2523259162902831,0.0166345194093753
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Agra,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",Civil Lines,"Civil Lines, Agra",77.99809167,27.19592778,Rajasthani,400,0,0,2,4.0,Green,Very Good,87,1,False,True,False,1,Rajasthani,4.477336814478207,3.766268608458143,0.3602941176470588,614.0,961.0,-347.0,5.993961427306569,3.7062178103314185,0.0600507981267246,2117.0,293.0,,,,,False,3.6204393,0.3795607089996338,0.0350991394948868
3400017,Pinch Of Spice,Agra,"23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",Civil Lines,"Civil Lines, Agra",78.00755278,27.201725,"North Indian, Chinese, Mughlai",1000,0,0,3,4.2,Green,Very Good,177,1,False,True,False,3,North Indian,5.181783550292085,4.015984649337644,0.2168141592920354,289.0,419.0,-130.0,6.90875477931522,3.8979209199673495,0.1180637293702941,1665.0,248.0,,,,,False,3.6852784,0.5147215843200685,0.0085725216694313
3400325,MoMo Cafe,Agra,"Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra","Courtyard by Marriott Agra, Tajganj","Courtyard by Marriott Agra, Tajganj, Agra",0.0,0.0,"North Indian, European",2000,0,0,4,4.0,Green,Very Good,45,1,False,True,False,2,North Indian,3.828641396489095,3.661835433513909,0.5212765957446809,614.0,1321.0,-707.0,7.601402334583733,4.043071395684233,-0.381235962170324,5996.0,593.0,,,,,False,4.0195208,-0.0195207595825195,0.0105812789703646
3400059,Peshawri - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,"North Indian, Mughlai",2500,0,0,4,4.3,Green,Very Good,133,1,False,True,False,2,North Indian,4.897839799950911,4.044574344781909,0.2692307692307692,190.0,386.0,-196.0,7.824445930877619,4.089812171510854,-0.045237826728945,3652.0,359.0,,,,,False,3.8865948,0.4134052276611326,0.0040313673753867
3400060,Taj Bano - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,Mughlai,2500,0,0,4,4.0,Green,Very Good,41,1,False,True,False,1,Mughlai,3.737669618283368,3.6468058972256383,0.5444444444444444,614.0,1376.0,-762.0,7.824445930877619,4.089812171510854,-0.4430062742852154,6136.0,635.0,,,,,False,3.9326744,0.0673255920410156,0.0053344739547955
3400348,G Thal,Agra,"3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",Khandari,"Khandari, Agra",0.0,0.0,"Rajasthani, Gujarati, Mughlai",800,0,0,3,3.6,Yellow,Good,59,1,False,True,False,3,Rajasthani,4.0943445622221,3.487153062502847,0.4537037037037037,1785.0,2047.0,-262.0,6.68586094706836,3.851211528533131,-0.3640584660302841,5955.0,577.0,,,,,False,4.097382,-0.4973820686340331,0.0118355438427492
3400072,Dawat-e-Nawab - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.057044,27.163303,"North Indian, Mughlai",3600,0,0,4,3.8,Yellow,Good,46,1,False,True,False,2,North Indian,3.8501476017100575,3.5685529552663944,0.5157894736842106,1087.0,1675.0,-588.0,8.188966863648876,4.166200785601896,-0.597647830335502,6344.0,688.0,,,,,False,4.0195208,-0.2195207595825197,0.0105812789703646
3400019,Dasaprakash Restaurant,Agra,"Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Rakabganj,"Rakabganj, Agra",78.01505278,27.16510833,"South Indian, Desserts",550,0,0,2,4.1,Green,Very Good,121,1,False,True,False,2,South Indian,4.804021044733257,3.8841913573547497,0.288235294117647,429.0,650.0,-221.0,6.311734809152915,3.7728100579966535,0.1113812993580962,1706.0,252.0,,,,,False,3.8429823,0.2570177078247067,0.0294294038083601
3400033,The Charcoal Chimney,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04299,27.159795,"North Indian, Chinese, Continental, Mughlai",1100,0,0,3,3.4,Orange,Average,70,1,False,True,False,4,North Indian,4.262679877041316,3.379937233195861,0.4117647058823529,2648.0,2828.0,-180.0,7.00397413672268,3.91787498595664,-0.5379377527607794,6274.0,673.0,,,,,False,4.012378,-0.612378215789795,0.0027879300513342
3400350,Bon Barbecue,Agra,"Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Tajganj,"Tajganj, Agra",0.0,0.0,"North Indian, Chinese, Continental",1500,0,0,4,3.8,Yellow,Good,57,1,False,True,False,3,North Indian,4.060443010546419,3.5925710448142216,0.4622641509433962,1087.0,1560.0,-473.0,7.313886831633462,3.982819956533434,-0.3902489117192123,6022.0,604.0,,,,,False,4.0362506,-0.2362505912780763,0.0019537966899939
3400016,Pind Balluchi,Agra,"Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04725,27.15777222,"North Indian, Mughlai",900,0,0,3,3.7,Yellow,Good,175,20,True,True,False,2,North Indian,5.170483995038151,3.623716655135301,0.21875,1422.0,1463.0,-41.0,6.803505257608338,3.875864943549723,-0.2521482884144221,5626.0,498.0,,,,,False,4.113666,-0.4136660575866697,0.0036723634494296
3400105,Pizza Hut,Agra,"8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.03471389,27.16169444,"Italian, Pizza",700,0,0,2,4.4,Green,Very Good,134,30,True,True,False,2,Italian,4.90527477843843,4.119194157105506,0.2677595628415301,116.0,281.0,-165.0,6.55250788703459,3.823266204890575,0.2959279522149307,856.0,145.0,,,,,False,3.7752235,0.6247765064239506,0.0069761286482132
3400326,Tea'se Me - Rooftop Tea Boutique,Agra,"Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",0.0,0.0,"Chinese, Italian, Continental, North Indian",1000,0,0,3,4.2,Green,Very Good,166,1,False,True,False,4,Chinese,5.117993812416755,4.006569910466546,0.227906976744186,289.0,433.0,-144.0,6.90875477931522,3.8979209199673495,0.1086489904991969,1724.0,258.0,,,,,False,3.7484212,0.4515788078308107,0.002971287669231
3400392,Thaaliwala,Agra,"Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.045359,27.158822,"North Indian, Fast Food",700,0,0,2,4.1,Green,Very Good,168,1,False,True,False,2,North Indian,5.1298987149230735,3.930933321429988,0.2258064516129032,429.0,568.0,-139.0,6.55250788703459,3.823266204890575,0.1076671165394129,1729.0,259.0,,,,,False,3.8081536,0.2918463706970211,0.0112464882276163
111895,650 - The Global Kitchen,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,"Ambavadi, Ahmedabad",72.5375741,23.01045111,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,0,0,3,4.2,Green,Very Good,1582,1,False,True,False,6,Chinese,7.367077059881012,4.174501858216007,0.0300429184549356,289.0,227.0,62.0,6.803505257608338,3.875864943549723,0.2986369146662837,844.0,143.0,,,,,False,3.985323,0.2146770477294923,0.003675272379407
110502,Patang - The Revolving Restaurant,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ashram Road,"Ashram Road, Ahmedabad",72.572009,23.0261651,"Continental, Chinese, North Indian",1800,0,0,4,3.7,Yellow,Good,1315,1,False,True,False,3,Continental,7.182352111885263,3.687472529875592,0.0359237536656891,1422.0,1209.0,213.0,7.496097345175956,4.021003795514946,-0.3335312656393538,5890.0,561.0,,,,,False,3.9325485,-0.2325485229492185,0.0047783186559082
18396250,Huber & Holly,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5123947,23.0383109,"Ice Cream, Desserts, Continental",300,0,1,1,4.5,Dark Green,Excellent,217,1,False,True,False,3,Ice Cream,5.384495062789089,4.288392972745517,0.1842105263157894,79.0,140.0,-61.0,5.707110264748875,3.646105589637808,0.6422873831077087,175.0,35.0,,,,,False,4.0771303,0.4228696823120117,0.0023138400340237
113702,@Mango,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5017644,23.0401633,"North Indian, Continental, Mexican, Italian",800,0,0,3,4.1,Green,Very Good,769,1,False,True,False,4,North Indian,6.646390514847729,4.055149793093285,0.0599022004889975,429.0,363.0,66.0,6.68586094706836,3.851211528533131,0.2039382645601541,1234.0,200.0,,,,,False,4.004466,0.0955339431762691,0.0023245623860083
113433,Fozzie's Pizzaiolo,Ahmedabad,"Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5098065,23.0330688,"Pizza, Italian, Beverages, Desserts",900,0,1,3,4.3,Green,Very Good,731,1,False,True,False,4,Pizza,6.595780513961311,4.240400680449112,0.0628205128205128,190.0,186.0,4.0,6.803505257608338,3.875864943549723,0.3645357368993882,636.0,103.0,,,,,False,4.061234,0.2387660026550291,0.0003708690597549
18438909,La Pino'z Pizza,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5124872,23.0382314,"Pizza, Italian",500,0,1,2,4.4,Green,Very Good,113,3,True,True,False,2,Pizza,4.736198448394496,4.082793399693256,0.3024691358024691,116.0,312.0,-196.0,6.2166061010848646,3.752874988385302,0.3299184113079541,738.0,122.0,,,,,False,4.1443253,0.2556747436523441,0.0013074925088578
18143128,Mocha,Ahmedabad,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.511307,23.0318508,"Cafe, Continental, Desserts",1000,0,1,3,4.4,Green,Very Good,944,7,True,True,False,3,Cafe,6.851184927493743,4.348250282729413,0.0493454179254783,116.0,109.0,7.0,6.90875477931522,3.8979209199673495,0.4503293627620639,438.0,80.0,,,,,False,4.283114,0.1168860435485843,0.0003709769307724
18438944,Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,"10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",C G Road,"C G Road, Ahmedabad",72.5570374,23.0290619,"North Indian, Cafe, Italian, Mexican, Continental",1000,0,1,3,3.8,Yellow,Good,63,1,False,True,False,5,North Indian,4.158883083359672,3.603683310270602,0.4375,1087.0,1534.0,-447.0,6.90875477931522,3.8979209199673495,-0.2942376096967476,5766.0,528.0,,,,,False,4.0084105,-0.2084104537963869,0.0009598919120155
110436,MoMo Cafí© - Courtyard By Marriott,Ahmedabad,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad","Courtyard By Marriott, Satellite","Courtyard By Marriott, Satellite, Ahmedabad",72.5115815,23.027929,"North Indian, South Indian, Asian, Continental",1400,0,0,3,3.6,Yellow,Good,375,1,False,True,False,4,North Indian,5.929589143389895,3.5712559687507253,0.115566037735849,1785.0,1658.0,127.0,7.244941546337007,3.968371856799165,-0.39711588804844,6033.0,608.0,,,,,False,3.8436618,-0.2436617851257323,0.0082172288075863
18385201,Cryo Lab,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.55998429,23.02874796,"Desserts, Ice Cream",350,0,0,2,4.6,Dark Green,Excellent,166,1,False,True,False,2,Desserts,5.117993812416755,4.315407119768872,0.227906976744186,44.0,127.0,-83.0,5.860786223465865,3.6783097580411344,0.6370973617277373,182.0,36.0,,,,,False,4.11607,0.4839302062988277,0.0313521775582238
110395,Swati Snacks,Ahmedabad,"Near Law Garden, Ellis Bridge, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.55903311,23.02443364,"Fast Food, Street Food, South Indian",450,0,0,2,4.4,Green,Very Good,697,1,False,True,False,3,Fast Food,6.548219102762372,4.331115992962879,0.0656836461126005,116.0,117.0,-1.0,6.111467339502679,3.7308422227401214,0.6002737702227572,220.0,48.0,,,,,False,4.0657516,0.3342484474182132,0.0216840009422146
18335583,Brick Kitchen,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ghatlodia,"Ghatlodia, Ahmedabad",72.5316389,23.0643038,"North Indian, Chinese, Continental",900,0,0,3,4.3,Green,Very Good,325,1,False,True,False,3,North Indian,5.786897381366708,4.175701953877828,0.1310160427807486,190.0,224.0,-34.0,6.803505257608338,3.875864943549723,0.2998370103281043,836.0,140.0,,,,,False,3.8999124,0.4000876426696775,0.0129979668067122
110237,Kabir Restaurant,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.5239649,23.04850469,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,0,1,2,3.8,Yellow,Good,432,1,False,True,False,6,North Indian,6.07073772800249,3.754288005717895,0.1018711018711018,1087.0,1004.0,83.0,6.398594934535208,3.791012372325447,-0.0367243666075522,3477.0,350.0,,,,,False,4.224203,-0.4242031097412111,0.0003279723551623
113537,Puffizza,Ahmedabad,"103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.53774978,23.04619268,"Italian, Fast Food",700,0,1,2,4.3,Green,Very Good,744,1,False,True,False,2,Italian,6.61338421837956,4.241377718474537,0.0617906683480454,190.0,184.0,6.0,6.55250788703459,3.823266204890575,0.4181115135839617,507.0,92.0,,,,,False,4.171395,0.1286051750183103,0.0015771689573662
113703,Cafe Alfresco,Ahmedabad,"101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5498285,23.0437235,"Cafe, Beverages, Desserts, Pizza",700,0,1,2,4.0,Green,Very Good,404,1,False,True,False,4,Cafe,6.003887067106539,3.9298289862037694,0.108167770419426,614.0,570.0,44.0,6.55250788703459,3.823266204890575,0.1065627813131944,1741.0,263.0,,,,,False,4.155154,-0.1551542282104492,0.0007844654415016
18385186,The Cafe Baraco,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5504755,23.0443367,"Cafe, Italian",600,0,1,2,4.4,Green,Very Good,317,1,False,True,False,2,Cafe,5.762051382780177,4.259597078552753,0.133879781420765,116.0,168.0,-52.0,6.398594934535208,3.791012372325447,0.4685847062273058,402.0,76.0,,,,,False,4.131772,0.2682279586791996,0.0018556865765175
113325,Nini's Kitchen,Ahmedabad,"12, First Floor, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Prahlad Nagar,"Prahlad Nagar, Ahmedabad",72.5072645,23.0117723,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,0,1,3,4.5,Dark Green,Excellent,1138,1,False,True,False,7,North Indian,7.037905963447182,4.452580059604303,0.0412805391743892,79.0,70.0,9.0,6.85751406254539,3.8871829705461143,0.5653970890581883,263.0,54.0,,,,,False,4.1366653,0.3633346557617187,0.0004072884775456
111826,Yanki Sizzlers,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,"Thaltej, Ahmedabad",72.5181257,23.0534466,"Continental, Italian, Chinese",1200,0,0,3,4.1,Green,Very Good,1041,1,False,True,False,3,Continental,6.948897222313312,4.066341771330557,0.0449541284403669,429.0,347.0,82.0,7.090909822079984,3.936093134552421,0.1302486367781368,1588.0,239.0,,,,,False,3.8275695,0.2724305152893063,0.0091073733105375
110516,The Garden Cafe - The Fern,Ahmedabad,"The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad","The Fern, Sola","The Fern, Sola, Ahmedabad",72.5222172,23.0640914,"North Indian, Italian, Asian, South Indian",1200,0,0,3,4.1,Green,Very Good,192,1,False,True,False,4,North Indian,5.262690188904886,3.947769837138205,0.2033195020746888,429.0,533.0,-104.0,7.090909822079984,3.936093134552421,0.0116767025857846,2692.0,320.0,,,,,False,3.9072144,0.1927855968475338,0.0082172288075863
18371341,Mazzo,Ahmedabad,"27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5281083,23.0418026,"Cafe, American, Continental, Armenian, Fast Food",550,0,1,2,3.9,Yellow,Good,166,1,False,True,False,5,Cafe,5.117993812416755,3.774942003489802,0.227906976744186,807.0,929.0,-122.0,6.311734809152915,3.7728100579966535,0.0021319454931485,2820.0,325.0,,,,,False,4.108348,-0.2083478927612305,0.0014527853785826
113570,Turquoise Villa,Ahmedabad,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5434513,23.0285142,Continental,1200,0,0,3,4.0,Green,Very Good,535,1,False,True,False,1,Continental,6.284134161070802,3.945569401969705,0.0839041095890411,614.0,537.0,77.0,7.090909822079984,3.936093134552421,0.0094762674172841,2710.0,324.0,,,,,False,4.130595,-0.1305952072143554,0.0228412462404132
2400020,Aryan Family's Delight,Allahabad,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834502,25.454648,"North Indian, South Indian, Fast Food",500,0,0,3,3.4,Orange,Average,57,1,False,True,False,3,North Indian,4.060443010546419,3.37747670519158,0.4622641509433962,2648.0,2876.0,-228.0,6.2166061010848646,3.752874988385302,-0.3753982831937219,5987.0,589.0,,,,,False,3.6811726,-0.2811726093292237,0.0085725216694313
2400148,Bean Here,Allahabad,"Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83316667,25.45343611,"Cafe, Fast Food",350,0,0,2,3.3,Orange,Average,76,1,False,True,False,2,Cafe,4.343805421853684,3.32010024600246,0.392,3125.0,3746.0,-621.0,5.860786223465865,3.6783097580411344,-0.3582095120386745,5949.0,574.0,,,,,False,3.6672823,-0.3672823429107668,0.0164452066702164
2400019,Bikanerwala,Allahabad,"2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.832616,25.451517,"North Indian, Street Food, Fast Food",500,0,0,3,3.2,Orange,Average,51,1,False,True,False,3,North Indian,3.951243718581428,3.274125307503075,0.49,3596.0,5026.0,-1430.0,6.2166061010848646,3.752874988385302,-0.4787496808822267,6196.0,655.0,,,,,False,3.6811726,-0.4811726093292234,0.0094532110892909
2400193,Dewsis,Allahabad,"2, MG Marg, Opposite Hanuman Mandir, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0,0.0,"North Indian, Chinese",600,0,0,3,3.4,Orange,Average,99,1,False,True,False,2,North Indian,4.605170185988092,3.383868451015591,0.3310810810810811,2648.0,2770.0,-122.0,6.398594934535208,3.791012372325447,-0.407143921309856,6051.0,613.0,,,,,False,3.7011034,-0.3011034488677979,0.0100123370576534
2400027,Friends Forever,Allahabad,"13/13, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.835585,25.457687,"North Indian, Chinese",600,0,0,3,3.4,Orange,Average,83,1,False,True,False,2,North Indian,4.430816798843313,3.381913111744754,0.3712121212121212,2648.0,2799.0,-151.0,6.398594934535208,3.791012372325447,-0.4090992605806933,6055.0,614.0,,,,,False,3.6534429,-0.2534428596496583,0.0129254532049799
17960073,Hotel Ravisha Continental,Allahabad,"57 A, Purshottamdas Tandon Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0,0.0,"North Indian, South Indian, Chinese",600,0,0,3,3.4,Orange,Average,18,1,False,True,False,3,North Indian,2.9444389791664403,3.364366130601604,0.7313432835820896,2648.0,3086.0,-438.0,6.398594934535208,3.791012372325447,-0.426646241723843,6096.0,624.0,,,,,False,3.6767507,-0.276750659942627,0.0085725216694313
2400119,KFC,Allahabad,"P Square Mall, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.839744,25.449659,"American, Fast Food",500,0,0,3,3.4,Orange,Average,58,18,True,True,False,2,American,4.07753744390572,3.377687203273902,0.4579439252336448,2648.0,2872.0,-224.0,6.2166061010848646,3.752874988385302,-0.3751877851113998,5986.0,588.0,,,,,False,3.7911158,-0.3911157608032227,0.0078512767691443
2400014,McDonald's,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834279,25.450329,Fast Food,400,0,0,2,3.3,Orange,Average,53,48,True,True,False,1,Fast Food,3.9889840465642745,3.3246326544147786,0.4803921568627451,3125.0,3618.0,-493.0,5.993961427306569,3.7062178103314185,-0.3815851559166399,5997.0,594.0,,,,,False,3.7574506,-0.457450580596924,0.0265307448571199
2400403,Pind Balluchi,Allahabad,"5-A, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0,0.0,"North Indian, Mughlai",800,0,0,3,3.2,Orange,Average,6,20,True,True,False,2,North Indian,1.9459101490553128,3.334773286369227,0.8909090909090909,3596.0,3280.0,316.0,6.68586094706836,3.851211528533131,-0.516438242163904,6246.0,667.0,,,,,False,3.6784246,-0.4784245967864988,0.0106322703230135
2400349,Pizza Hut,Allahabad,"31/31, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0,0.0,"Italian, Pizza",700,0,0,3,3.4,Orange,Average,35,30,True,True,False,2,Italian,3.58351893845611,3.371577747027469,0.5833333333333334,2648.0,2961.0,-313.0,6.55250788703459,3.823266204890575,-0.4516884578631055,6150.0,638.0,,,,,False,3.6938074,-0.2938073635101319,0.0079936838439748
2400279,Subway,Allahabad,"207/53, Mahatma Gandhi Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0,0.0,"Fast Food, American, Salad, Healthy Food",400,0,0,2,3.4,Orange,Average,32,63,True,True,False,4,Fast Food,3.49650756146648,3.3705250709914503,0.6049382716049383,2648.0,2987.0,-339.0,5.993961427306569,3.7062178103314185,-0.3356927393399682,5893.0,562.0,,,,,False,3.7037733,-0.3037732601165772,0.0077711820609452
2400017,Tandoor Restaurant,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.860187,25.443994,"North Indian, Chinese",500,0,0,3,3.2,Orange,Average,151,1,False,True,False,2,North Indian,5.0238805208462765,3.2370626537515377,0.245,3596.0,5394.0,-1798.0,6.2166061010848646,3.752874988385302,-0.5158123346337642,6245.0,666.0,,,,,False,3.6752226,-0.4752226352691648,0.0128170029397733
2400144,The Tamarind Tree,Allahabad,"60 C, Thornhill Road, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834841,25.459775,"South Indian, Chinese",500,0,0,3,3.4,Orange,Average,106,1,False,True,False,2,South Indian,4.672828834461906,3.3845969725826284,0.3161290322580645,2648.0,2753.0,-105.0,6.2166061010848646,3.752874988385302,-0.3682780158026735,5968.0,582.0,,,,,False,3.6922462,-0.2922461986541749,0.0125392813829906
2400195,Cafe El Chico,Allahabad,"24, Mahatma Gandhi, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83616667,25.44987222,"Continental, Italian",1000,0,0,4,3.6,Yellow,Good,59,1,False,True,False,2,Continental,4.0943445622221,3.487153062502847,0.4537037037037037,1785.0,2047.0,-262.0,6.90875477931522,3.8979209199673495,-0.4107678574645024,6060.0,617.0,,,,,False,3.7733364,-0.1733364105224608,0.0078490025140967
2400052,Eat On,Allahabad,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834236,25.450377,North Indian,200,0,0,1,3.7,Yellow,Good,105,1,False,True,False,1,North Indian,4.663439094112067,3.589042407469529,0.3181818181818182,1422.0,1573.0,-151.0,5.303304908059076,3.5614845739788,0.0275578334907291,2492.0,308.0,,,,,False,3.5678866,0.1321134090423585,0.0450498616823471
2400016,Hot Stuff,Allahabad,"21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.841889,25.45235,"North Indian, Fast Food",500,0,0,3,3.5,Yellow,Good,105,2,True,True,False,2,North Indian,4.663439094112067,3.4526787711058926,0.3181818181818182,2195.0,2300.0,-105.0,6.2166061010848646,3.752874988385302,-0.3001962172794092,5782.0,532.0,,,,,False,3.6784246,-0.178424596786499,0.0069879647470357
2400293,Paradise,Allahabad,"19/35, MG Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83168056,25.45031667,"Desserts, Fast Food",500,0,0,3,3.6,Yellow,Good,57,2,True,True,False,2,Desserts,4.060443010546419,3.485023875002901,0.4622641509433962,1785.0,2065.0,-280.0,6.2166061010848646,3.752874988385302,-0.2678511133824011,5680.0,512.0,,,,,False,3.8311203,-0.2311202526092528,0.0092657986346788
