Restaurant ID,Restaurant Name,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes,n_outlets,Is Chain,Is Rated,Is NCR,Cuisines Count,Primary Cuisine,Log_Votes,Cred_Rating,shrinkage_weight,rank_raw,rank_cred,rank_change,Log_Cost,VFM_Predicted_Rating,VFM_Residual,VFM_rank_overall,VFM_rank_within_ncr,Competitors_500m,Competitors_1km,Competitors_2km,density_tier,Has_Density_Data,Model_Predicted_Rating,Model_Residual,Coldstart_Risk_Score
9929,Open Oven,New Delhi,"GF 39, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2968302,28.5413124,"Bakery, Desserts, Fast Food",250,0,0,1,3.4,Orange,Average,51,4,True,True,True,3,Bakery,3.951243718581428,3.376125307503075,0.49,2648.0,2890.0,-242.0,5.525452939131784,3.3153520889822103,0.0607732185208647,2112.0,1820.0,22.0,40.0,62.0,Dense (20+),True,3.1215804,0.2784196376800536,0.1862998191550531
3002,Relax Xpress,New Delhi,"30 & 31, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2972593,28.541297,"North Indian, Mughlai, Chinese",700,0,1,2,3.2,Orange,Average,75,2,True,True,True,3,North Indian,4.330733340286331,3.259778473792802,0.3951612903225806,3596.0,5208.0,-1612.0,6.55250788703459,3.416650836170689,-0.1568723623778867,5113.0,4673.0,22.0,41.0,61.0,Dense (20+),True,2.8818128,0.318187189102173,0.0244093141513417
5899,Roll Club,New Delhi,"30,G.F, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2969868,28.541186,Fast Food,250,0,0,1,2.7,Orange,Average,27,3,True,True,True,1,Fast Food,3.332204510175204,3.119901720398783,0.6447368421052632,5776.0,5892.0,-116.0,5.525452939131784,3.3153520889822103,-0.1954503685834274,5348.0,4890.0,22.0,41.0,62.0,Dense (20+),True,3.0633492,-0.3633492469787596,0.3535074292445718
2995,SM Gopal Ice Cream & Cakes,New Delhi,"8, Ground Floor, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.29685,28.5412728,"Ice Cream, Desserts",200,0,0,1,3.2,Orange,Average,15,1,False,True,True,2,Ice Cream,2.772588722239781,3.3158207929735544,0.765625,3596.0,4042.0,-446.0,5.303304908059076,3.2934415599652347,0.0223792330083196,2564.0,2251.0,22.0,41.0,62.0,Dense (20+),True,3.1386726,0.0613274097442628,0.3337315046993622
9316,Bangla Sweet Corner,New Delhi,"32 & 32/A, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.220711,28.582058,"Chinese, North Indian, Mithai, Street Food",400,0,0,1,2.6,Orange,Average,32,1,False,True,True,4,Chinese,3.49650756146648,3.054475688275401,0.6049382716049383,6026.0,6033.0,-7.0,5.993961427306569,3.3615612260845467,-0.3070855378091455,5804.0,5266.0,17.0,40.0,209.0,Dense (20+),True,3.1700072,-0.5700072288513183,0.2105988752024533
311766,Chinois,New Delhi,"27, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.22361319,28.58455646,Asian,1500,1,0,3,3.0,Orange,Average,7,1,False,True,True,1,Asian,2.079441541679836,3.307366620541205,0.875,4617.0,4362.0,255.0,7.313886831633462,3.4917458769774545,-0.1843792564362494,5281.0,4828.0,28.0,46.0,252.0,Dense (20+),True,3.6288154,-0.6288154125213623,0.1505600011485985
3493,Dawat,New Delhi,"70, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2205314,28.5838333,"North Indian, Chinese, Mughlai",450,0,0,1,2.9,Orange,Average,49,1,False,True,True,3,North Indian,3.912023005428146,3.1256380688806886,0.5,5082.0,5882.0,-800.0,6.111467339502679,3.3731508705500266,-0.2475128016693379,5606.0,5116.0,17.0,44.0,245.0,Dense (20+),True,3.066967,-0.1669670104980469,0.2640019925592475
18027962,Establishment Ristorante,New Delhi,"96, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",0.0,0.0,Bakery,400,0,0,1,3.1,Orange,Average,12,1,False,True,True,1,Bakery,2.5649493574615367,3.301844766398484,0.8032786885245902,4106.0,4525.0,-419.0,5.993961427306569,3.3615612260845467,-0.0597164596860633,3918.0,3547.0,,,,,False,3.4566076,-0.3566075801849364,0.8059667246144523
1407,Ganesha Sweets & Restaurant,New Delhi,"19, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2264595,28.5863699,"North Indian, Mithai, Street Food",500,0,0,2,2.6,Orange,Average,26,1,False,True,True,3,North Indian,3.295836866004329,3.090833743337433,0.6533333333333333,6026.0,5955.0,71.0,6.2166061010848646,3.3835207391251902,-0.2926869957877573,5760.0,5234.0,26.0,43.0,255.0,Dense (20+),True,3.1798327,-0.5798326969146728,0.1661059276205263
1917,Gopala,New Delhi,"8, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2263697,28.5867198,"Mithai, Street Food",250,0,0,1,3.3,Orange,Average,25,10,True,True,True,2,Mithai,3.258096538021482,3.3339531182473983,0.6621621621621622,3125.0,3294.0,-169.0,5.525452939131784,3.3153520889822103,0.0186010292651879,2611.0,2296.0,23.0,43.0,247.0,Dense (20+),True,3.0605173,0.2394826889038084,0.3048590394164991
3497,Green Chick Chop,New Delhi,"56, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2206212,28.5829457,"Raw Meats, North Indian, Fast Food",350,0,0,1,2.9,Orange,Average,12,51,True,True,True,3,Raw Meats,2.5649493574615367,3.262500504103401,0.8032786885245902,5082.0,5178.0,-96.0,5.860786223465865,3.348426114537516,-0.0859256104341148,4341.0,3951.0,17.0,44.0,225.0,Dense (20+),True,3.0978117,-0.1978116989135743,0.215471000655136
3494,Hot Chimney,New Delhi,"68-69, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2205314,28.5837437,"North Indian, Chinese, Mughlai",850,1,0,2,2.5,Orange,Average,55,1,False,True,True,3,North Indian,4.02535169073515,2.901082026445264,0.4711538461538461,6216.0,6268.0,-52.0,6.746412128573375,3.435775671489889,-0.5346936450446251,6272.0,5600.0,17.0,44.0,242.0,Dense (20+),True,3.1587143,-0.6587142944335938,0.1351807168239133
18222557,Icon,New Delhi,"27, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2237649,28.5845896,"Chinese, North Indian",1000,1,0,3,3.2,Orange,Average,18,1,False,True,True,2,Chinese,2.9444389791664403,3.310634787318022,0.7313432835820896,3596.0,4227.0,-631.0,6.90875477931522,3.4517875773465194,-0.1411527900284972,4992.0,4556.0,28.0,46.0,254.0,Dense (20+),True,3.181004,0.0189959526062013,0.1154513820188938
1397,Juneja's Eating Plaza,New Delhi,"74, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.226729,28.5845134,"North Indian, Mughlai, Chinese, Fast Food",700,0,1,2,3.4,Orange,Average,98,1,False,True,True,4,North Indian,4.59511985013459,3.383758712587126,0.3333333333333333,2648.0,2772.0,-124.0,6.55250788703459,3.416650836170689,-0.0328921235835628,3407.0,3060.0,21.0,44.0,295.0,Dense (20+),True,3.0804594,0.3195406436920165,0.0212995596703805
18346857,Lodhi Knights,New Delhi,"Shop 14, Tejdar Babbar Market, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2202427,28.5853283,Fast Food,200,0,0,1,3.1,Orange,Average,8,1,False,True,True,1,Fast Food,2.19722457733622,3.3160093114089038,0.8596491228070176,4106.0,4009.0,97.0,5.303304908059076,3.2934415599652347,0.0225677514436686,2557.0,2244.0,14.0,43.0,239.0,Dense (20+),True,3.1826377,-0.0826376914978026,0.4744584550197399
6222,Ram Singh's Bhoj,New Delhi,"66 A, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2205314,28.5834749,"Mithai, Street Food",350,0,0,1,2.9,Orange,Average,6,1,False,True,True,2,Mithai,1.9459101490553128,3.3020460136419545,0.8909090909090909,5082.0,4458.0,624.0,5.860786223465865,3.348426114537516,-0.0463801008955613,3677.0,3318.0,17.0,44.0,237.0,Dense (20+),True,3.2408466,-0.3408466339111329,0.3928566397806422
5727,Republic of Chicken,New Delhi,"96, Meharchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2268188,28.5836257,"Raw Meats, Fast Food",400,0,0,1,2.7,Orange,Average,10,18,True,True,True,2,Raw Meats,2.3978952727983707,3.240890351700126,0.8305084745762712,5776.0,5369.0,407.0,5.993961427306569,3.3615612260845467,-0.12067087438442,4807.0,4386.0,20.0,47.0,296.0,Dense (20+),True,3.1650076,-0.4650075912475584,0.2678266151474079
776,Slice of Italy,New Delhi,"Shop 147, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2269022,28.5823705,"Italian, Pizza, Bakery",700,1,1,2,3.3,Orange,Average,171,7,True,True,True,3,Italian,5.147494476813453,3.311420594319579,0.2227272727272727,3125.0,4222.0,-1097.0,6.55250788703459,3.416650836170689,-0.1052302418511099,4619.0,4216.0,20.0,57.0,287.0,Dense (20+),True,3.3895195,-0.0895194530487062,0.0142471674453862
305604,Subway,New Delhi,"107, Meharchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.226729,28.583169,"American, Fast Food, Salad, Healthy Food",500,0,1,2,3.2,Orange,Average,66,63,True,True,True,4,American,4.204692619390966,3.2644567891331087,0.4260869565217391,3596.0,5162.0,-1566.0,6.2166061010848646,3.3835207391251902,-0.1190639499920815,4783.0,4364.0,20.0,47.0,296.0,Dense (20+),True,3.1308303,0.0691697120666505,0.0157317746931731
18391309,The Altitude Cafe and Deli,New Delhi,"116, Meher Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.1683836,28.5953744,Cafe,600,0,0,2,3.1,Orange,Average,11,1,False,True,True,1,Cafe,2.4849066497880004,3.305208845838458,0.8166666666666667,4106.0,4413.0,-307.0,6.398594934535208,3.4014703540590903,-0.0962615082206324,4485.0,4088.0,5.0,95.0,103.0,Dense (20+),True,3.3389714,-0.2389713764190673,0.2850812867791025
18255171,Tokyo Mon Amour,New Delhi,"28, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",0.0,0.0,"Japanese, French",2200,1,0,4,3.1,Orange,Average,10,1,False,True,True,2,Japanese,2.3978952727983707,3.3086869618696184,0.8305084745762712,4106.0,4318.0,-212.0,7.696667081526462,3.529499611421586,-0.2208126495519677,5488.0,5017.0,,,,,False,3.3934903,-0.2934903144836425,0.2172444020759363
313280,Bhane,New Delhi,"135/136, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.22693745,28.58222618,Ice Cream,300,0,0,1,3.6,Yellow,Good,26,1,False,True,True,1,Ice Cream,3.295836866004329,3.4375004100041,0.6533333333333333,1785.0,2387.0,-602.0,5.707110264748875,3.3332690071959785,0.104231402808121,1751.0,1487.0,19.0,61.0,285.0,Dense (20+),True,3.373866,0.2261339187622071,0.4581900723862184
18279453,Celeste,New Delhi,"48, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2264595,28.5852944,"Cafe, Desserts, Bakery",500,0,0,2,3.5,Yellow,Good,14,1,False,True,True,3,Cafe,2.70805020110221,3.384325884925516,0.7777777777777778,2195.0,2758.0,-563.0,6.2166061010848646,3.3835207391251902,0.0008051458003253,2841.0,2516.0,21.0,43.0,270.0,Dense (20+),True,3.29363,0.2063701152801513,0.1711281121606765
9315,Chidambaram's New Madras Hotel,New Delhi,"7, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2208457,28.5807713,"South Indian, Fast Food",400,0,1,1,3.8,Yellow,Good,330,1,False,True,True,2,South Indian,5.802118375377063,3.7419855692620247,0.129287598944591,1087.0,1040.0,47.0,5.993961427306569,3.3615612260845467,0.3804243431774781,588.0,487.0,12.0,43.0,218.0,Dense (20+),True,3.2123415,0.5876584529876707,0.0916587211810292
18438416,CJ's Fresh,New Delhi,"39 Meharchand Market, 1st floor, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2265194,28.5857905,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",1000,0,1,3,3.8,Yellow,Good,25,1,False,True,True,7,American,3.258096538021482,3.502872037166317,0.6621621621621622,1087.0,1976.0,-889.0,6.90875477931522,3.4517875773465194,0.0510844598197977,2214.0,1914.0,25.0,43.0,262.0,Dense (20+),True,3.483257,0.316742944717407,0.0030276218663684
303753,Elma's Brasserie,New Delhi,"73, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.226711,28.5844597,"American, Continental, Italian, Bakery",2000,1,1,4,3.7,Yellow,Good,393,1,False,True,True,4,American,5.976350909297934,3.661340567308388,0.1108597285067873,1422.0,1323.0,99.0,7.601402334583733,3.520103619964429,0.1412369473439594,1530.0,1298.0,21.0,44.0,296.0,Dense (20+),True,3.5222445,0.1777555465698244,0.0050616236378966
7515,Kunafa,New Delhi,"70, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.22656094,28.58456559,"Desserts, Middle Eastern, Turkish",300,0,1,1,3.9,Yellow,Good,200,1,False,True,True,3,Desserts,5.303304908059076,3.792018195784367,0.1967871485943775,807.0,870.0,-63.0,5.707110264748875,3.3332690071959785,0.4587491885883885,427.0,348.0,21.0,44.0,293.0,Dense (20+),True,3.5321112,0.367888832092285,0.0576341214792254
308195,Lahori Gate,New Delhi,"97, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2269086,28.5836343,"Mughlai, North Indian",1800,1,1,3,3.5,Yellow,Good,148,1,False,True,True,2,Mughlai,5.003946305945459,3.4630077703061293,0.248730964467005,2195.0,2225.0,-30.0,7.496097345175956,3.5097173562874118,-0.046709585981282,3689.0,3330.0,20.0,46.0,295.0,Dense (20+),True,3.5248475,-0.0248475074768066,0.017286153801532
306088,M I Food Center,New Delhi,"43, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2264595,28.5855632,"North Indian, Mughlai, Chinese",600,0,0,2,3.8,Yellow,Good,202,1,False,True,True,3,North Indian,5.313205979041787,3.712400520917559,0.1952191235059761,1087.0,1124.0,-37.0,6.398594934535208,3.4014703540590903,0.3109301668584687,791.0,663.0,25.0,43.0,262.0,Dense (20+),True,3.0911837,0.708816337585449,0.1661059276205263
307223,Sugar Blossoms,New Delhi,"132 Meharchand Market, Lodhi Road, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.226937,28.5821,"Desserts, Bakery",300,0,0,1,3.6,Yellow,Good,58,1,False,True,True,2,Desserts,4.07753744390572,3.486098418227173,0.4579439252336448,1785.0,2057.0,-272.0,5.707110264748875,3.3332690071959785,0.1528294110311945,1453.0,1227.0,19.0,69.0,283.0,Dense (20+),True,3.319626,0.2803739070892335,0.3050114399692815
18472648,Eywa by Saby @ Celeste,New Delhi,"48, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",0.0,0.0,Cafe,1000,1,0,3,0.0,White,Not rated,2,1,False,False,True,1,Cafe,1.0986122886681098,,,,,,,,,,,,,,,False,,,0.4043038723511272
658,Cafe Coffee Day,New Delhi,"Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2265367,28.5849428,Cafe,450,0,0,1,2.3,Red,Poor,52,83,True,True,True,1,Cafe,3.970291913552122,2.8100250569337373,0.4851485148514851,6408.0,6354.0,54.0,6.111467339502679,3.3731508705500266,-0.5631258136162893,6304.0,5623.0,21.0,43.0,288.0,Dense (20+),True,3.340248,-1.0402481079101564,0.3245459199003432
304931,Guppy,New Delhi,"28, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2239062,28.584686,"Japanese, Sushi",2900,1,0,4,4.1,Green,Very Good,665,1,False,True,True,2,Japanese,6.501289670540389,4.048616989846368,0.0686274509803921,429.0,377.0,52.0,7.972810784121404,3.55673575022212,0.4918812396242487,354.0,287.0,29.0,46.0,256.0,Dense (20+),True,3.5023842,0.597615814208984,0.0417286175841837
18277165,Ping's Cafí© Orient,New Delhi,"13, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.223226,28.5837316,Asian,2100,1,0,4,4.1,Green,Very Good,278,1,False,True,True,1,Asian,5.631211781821365,3.987805904435191,0.1498470948012232,429.0,454.0,-25.0,7.650168700845001,3.524913461752629,0.4628924426825618,413.0,336.0,29.0,46.0,262.0,Dense (20+),True,3.523727,0.5762730598449703,0.0662739936456268
1819,The All American Diner,New Delhi,"India Habitat Centre, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2258757,28.5887789,"American, Fast Food",1000,0,0,3,4.1,Green,Very Good,3495,1,False,True,True,2,American,8.159374736775426,4.089648005290719,0.0138261851015801,429.0,300.0,129.0,6.90875477931522,3.4517875773465194,0.6378604279441991,181.0,146.0,16.0,42.0,235.0,Dense (20+),True,3.421309,0.6786910057067868,0.1448518314747438
6203,Armaan's Restaurant,New Delhi,"Shop 3, Market 2 Complex, Near Pragati Vihar Hostel, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.23113,28.5890553,"North Indian, South Indian, Chinese",500,0,0,2,2.8,Orange,Average,8,1,False,True,True,3,North Indian,2.19722457733622,3.2739040482510084,0.8596491228070176,5462.0,5033.0,429.0,6.2166061010848646,3.3835207391251902,-0.1096166908741818,4669.0,4261.0,1.0,33.0,282.0,Dense (20+),True,3.1844392,-0.3844391822814943,0.3645968429806965
5840,Garden Chef,New Delhi,"Opposite Lodhi Road Post Office, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2194086,28.5897758,Chinese,450,0,0,1,3.0,Orange,Average,63,1,False,True,True,1,Chinese,4.158883083359672,3.153683310270602,0.4375,4617.0,5801.0,-1184.0,6.111467339502679,3.3731508705500266,-0.2194675602794245,5484.0,5014.0,2.0,36.0,129.0,Dense (20+),True,3.1061134,-0.1061134338378906,0.7637576156934209
307695,Golooji's Chat Waat,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,Street Food,400,0,0,1,3.3,Orange,Average,13,1,False,True,True,1,Street Food,2.6390573296152584,3.3405246895210885,0.7903225806451613,3125.0,3164.0,-39.0,5.993961427306569,3.3615612260845467,-0.0210365365634581,3208.0,2867.0,11.0,38.0,223.0,Dense (20+),True,3.293637,0.0063629627227781,0.7180800792238117
307693,Oriental Lee,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Chinese, Thai",500,0,0,2,2.7,Orange,Average,19,1,False,True,True,2,Chinese,2.995732273553991,3.16930192279864,0.7205882352941176,5776.0,5747.0,29.0,6.2166061010848646,3.3835207391251902,-0.2142188163265506,5456.0,4989.0,11.0,38.0,223.0,Dense (20+),True,3.1831317,-0.483131694793701,0.4713782822941058
301654,Peshawari Restaurant,New Delhi,"17, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2209805,28.5811874,"North Indian, Chinese",700,0,0,2,3.1,Orange,Average,55,1,False,True,True,2,North Indian,4.02535169073515,3.2183897187529564,0.4711538461538461,4106.0,5524.0,-1418.0,6.55250788703459,3.416650836170689,-0.1982611174177324,5370.0,4910.0,17.0,42.0,217.0,Dense (20+),True,3.1094,-0.0094000339508055,0.5351194358374634
307696,Tikka Town,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.22557187,28.59026109,North Indian,550,0,0,2,3.1,Orange,Average,53,3,True,True,True,1,North Indian,3.9889840465642745,3.2207110857873285,0.4803921568627451,4106.0,5513.0,-1407.0,6.311734809152915,3.39290331302606,-0.1721922272387313,5217.0,4767.0,9.0,38.0,219.0,Dense (20+),True,3.1035366,-0.0035366058349608,0.5612427021642517
6202,Titu Restaurant,New Delhi,"5, Mini Market 2, CGO Complex, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.23113,28.5891449,North Indian,300,0,0,1,2.9,Orange,Average,13,1,False,True,True,1,North Indian,2.6390573296152584,3.256653721779153,0.7903225806451613,5082.0,5242.0,-160.0,5.707110264748875,3.3332690071959785,-0.0766152854168256,4195.0,3814.0,1.0,33.0,282.0,Dense (20+),True,3.091829,-0.1918290615081788,0.7091664329687093
300888,Vijay Dhaba,New Delhi,"H 71, Karbla Jor Bagh Lane, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.21767209,28.58415194,North Indian,150,0,0,1,2.9,Orange,Average,7,1,False,True,True,1,North Indian,2.079441541679836,3.2948666205412054,0.875,5082.0,4662.0,420.0,5.017279836814924,3.2652308187184387,0.0296358018227667,2467.0,2161.0,13.0,38.0,199.0,Dense (20+),True,3.1190233,-0.2190233230590821,0.6352166850954515
307694,Wild Willy,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Pizza, Fast Food",500,0,0,2,3.2,Orange,Average,19,1,False,True,True,2,Pizza,2.995732273553991,3.3090078051515808,0.7205882352941176,3596.0,4307.0,-711.0,6.2166061010848646,3.3835207391251902,-0.0745129339736094,4157.0,3778.0,11.0,38.0,223.0,Dense (20+),True,3.172903,0.0270969390869142,0.4470755038994989
311470,Diva Spiced,New Delhi,"79 & 80, Meharchand Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2264595,28.5842189,"Asian, Chinese",2000,1,0,4,3.7,Yellow,Good,131,1,False,True,True,2,Asian,4.882801922586371,3.605069615279486,0.2722222222222222,1422.0,1527.0,-105.0,7.601402334583733,3.520103619964429,0.084965995315057,1890.0,1620.0,20.0,44.0,287.0,Dense (20+),True,3.6323657,0.0676342964172365,0.1505961582617768
307692,Granma's Homemade,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Bakery, Desserts, Fast Food",200,0,0,1,3.6,Yellow,Good,25,1,False,True,True,3,Bakery,3.258096538021482,3.4353044695987496,0.6621621621621622,1785.0,2409.0,-624.0,5.303304908059076,3.2934415599652347,0.1418629096335149,1525.0,1293.0,11.0,38.0,223.0,Dense (20+),True,3.250998,0.3490019798278809,0.5808953609337302
4924,Karim's,New Delhi,"87 & 88, Indian Islamic Cultural Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2222225,28.5910546,"North Indian, Mughlai",1000,1,0,3,3.8,Yellow,Good,194,13,True,True,True,2,North Indian,5.272999558563747,3.7095165874498246,0.2016460905349794,1087.0,1138.0,-51.0,6.90875477931522,3.4517875773465194,0.2577290101033052,994.0,826.0,8.0,36.0,129.0,Dense (20+),True,3.1412148,0.6587851524353026,0.2260327521302144
302742,Sab Ki Khatir,New Delhi,"Ispat Bhawan, Near Petrol Pump, MCD Stall, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2357472,28.5922808,Mughlai,450,0,0,1,3.7,Yellow,Good,162,1,False,True,True,1,Mughlai,5.093750200806762,3.6190167334137793,0.2322274881516587,1422.0,1480.0,-58.0,6.111467339502679,3.3731508705500266,0.2458658628637526,1042.0,870.0,2.0,12.0,220.0,Moderate (6-20),True,3.2299473,0.4700526714324953,0.769178590038587
18471330,Golden Bakery,New Delhi,"Shop 100, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2203517,28.5851606,Bakery,400,0,0,1,0.0,White,Not rated,1,2,True,False,True,1,Bakery,0.6931471805599453,,,,,,,,,,,15.0,43.0,246.0,Dense (20+),True,,,0.5478117771982206
6269,Krishan Sweets,New Delhi,"67, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.22048056,28.5836,Mithai,250,0,0,1,0.0,White,Not rated,2,1,False,False,True,1,Mithai,1.0986122886681098,,,,,,,,,,,17.0,44.0,238.0,Dense (20+),True,,,0.6533582381619021
18423145,Rai Ji Caterers,New Delhi,"6, Shop Mini Market, Lodhi Road Complex, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2284355,28.5823457,North Indian,400,0,0,1,0.0,White,Not rated,0,1,False,False,True,1,North Indian,0.0,,,,,,,,,,,15.0,71.0,295.0,Dense (20+),True,,,0.6678022766955796
18444040,Szoun Chinese Food,New Delhi,"E-89, BK Dutt Colony, Karbala Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2161735,28.5823408,Chinese,300,0,0,1,0.0,White,Not rated,0,1,False,False,True,1,Chinese,0.0,,,,,,,,,,,11.0,21.0,174.0,Dense (20+),True,,,0.6864997080582529
18391691,Yummy Mummy @ Delhi,New Delhi,"B-126, BK Dutt Colony, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.21643761,28.58161703,"Bengali, North Indian",300,0,0,1,0.0,White,Not rated,2,1,False,False,True,2,Bengali,1.0986122886681098,,,,,,,,,,,11.0,21.0,177.0,Dense (20+),True,,,0.6058659457498958
1188,Lodi - The Garden Restaurant,New Delhi,"Opposite Mausam Bhawan, Near Gate 1, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2210583,28.5904431,"European, Lebanese, Mediterranean",2600,1,1,4,4.2,Green,Very Good,2549,1,False,True,True,3,European,7.843848638152472,4.1839925060624745,0.018860662047729,289.0,212.0,77.0,7.8636512654486515,3.545969313131459,0.6380231929310156,179.0,144.0,7.0,37.0,128.0,Dense (20+),True,3.7137878,0.486212205886841,0.0242859149912599
7353,Aggarwal Sweets & Restaurant,New Delhi,"NH 8, Near Radission Hotel, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1231232,28.5454809,"North Indian, Mithai, South Indian, Street Food, Fast Food",400,0,0,1,2.7,Orange,Average,11,2,True,True,True,5,North Indian,2.4849066497880004,3.231875512505125,0.8166666666666667,5776.0,5429.0,347.0,5.993961427306569,3.3615612260845467,-0.1296857135794216,4893.0,4467.0,47.0,96.0,100.0,Dense (20+),True,2.9660566,-0.2660565853118894,0.5267163598969922
